user_id,created_at,country,acquisition_channel,customer_segment,device_preference
USR-00001975,2025-06-04 07:38:38,UK,Direct,Regular,Desktop
USR-00013039,2025-06-04 08:48:07,CA,Email,Regular,Mobile
USR-00026181,2025-06-04 08:56:23,CA,Organic Search,Bargain,Tablet
USR-00017197,2025-06-04 09:12:27,US,Organic Search,Regular,Desktop
USR-00018713,2025-06-04 09:36:49,US,Organic Search,Regular,Mobile
USR-00001222,2025-06-04 09:41:53,US,Organic Search,Regular,Mobile
USR-00003143,2025-06-04 09:44:10,US,Social,Regular,Mobile
USR-00004182,2025-06-04 09:50:59,US,Paid Search,Regular,Mobile
USR-00013752,2025-06-04 09:55:20,US,Direct,Regular,Desktop
USR-00014196,2025-06-04 10:18:46,AU,Organic Search,Regular,Mobile
USR-00027132,2025-06-04 10:37:42,US,Paid Search,Regular,Mobile
USR-00022956,2025-06-04 10:48:21,US,Paid Search,Regular,Tablet
USR-00024292,2025-06-04 10:54:40,US,Organic Search,Regular,Desktop
USR-00011794,2025-06-04 10:56:37,US,Social,Regular,Desktop
USR-00005094,2025-06-04 11:01:28,CA,Paid Search,Regular,Mobile
USR-00029282,2025-06-04 11:03:45,CA,Direct,Regular,Mobile
USR-00011259,2025-06-04 11:28:40,US,Direct,Regular,Mobile
USR-00016446,2025-06-04 12:20:16,US,Organic Search,Bargain,Desktop
USR-00003716,2025-06-04 12:21:08,UK,Direct,VIP,Desktop
USR-00027296,2025-06-04 12:27:40,US,Social,Regular,Desktop
USR-00025024,2025-06-04 12:59:14,US,Direct,VIP,Desktop
USR-00008789,2025-06-04 13:35:36,US,Organic Search,Regular,Mobile
USR-00000437,2025-06-04 13:51:46,US,Referral,VIP,Desktop
USR-00006049,2025-06-04 14:06:52,AU,Social,Regular,Mobile
USR-00000808,2025-06-04 14:18:15,FR,Direct,Regular,Desktop
USR-00028589,2025-06-04 14:44:46,UK,Referral,Bargain,Desktop
USR-00025271,2025-06-04 14:46:20,US,Paid Search,VIP,Desktop
USR-00027886,2025-06-04 14:48:19,US,Paid Search,Regular,Desktop
USR-00013322,2025-06-04 14:52:16,US,Email,Bargain,Mobile
USR-00010314,2025-06-04 15:14:26,US,Paid Search,Regular,Desktop
USR-00029788,2025-06-04 15:49:01,US,Organic Search,Bargain,Tablet
USR-00005596,2025-06-04 15:58:45,US,Organic Search,VIP,Mobile
USR-00018962,2025-06-04 16:19:57,US,Paid Search,Regular,Desktop
USR-00006419,2025-06-04 16:26:27,UK,Direct,Bargain,Mobile
USR-00002133,2025-06-04 16:40:32,US,Paid Search,Bargain,Mobile
USR-00005947,2025-06-04 16:49:24,UK,Organic Search,Regular,Mobile
USR-00026576,2025-06-04 17:54:21,UK,Paid Search,VIP,Mobile
USR-00028640,2025-06-04 17:59:15,US,Paid Search,Regular,Desktop
USR-00024109,2025-06-04 18:08:45,AU,Social,Regular,Desktop
USR-00006220,2025-06-04 18:34:48,US,Direct,Bargain,Mobile
USR-00028900,2025-06-04 18:42:36,FR,Direct,Bargain,Mobile
USR-00023891,2025-06-04 18:51:18,FR,Paid Search,Bargain,Mobile
USR-00028851,2025-06-04 18:57:28,US,Email,Regular,Desktop
USR-00011256,2025-06-04 19:10:02,US,Organic Search,Bargain,Mobile
USR-00026118,2025-06-04 19:19:37,DE,Direct,VIP,Desktop
USR-00003643,2025-06-04 19:34:16,US,Email,Regular,Mobile
USR-00007067,2025-06-04 19:39:15,US,Organic Search,Bargain,Mobile
USR-00009575,2025-06-04 19:43:29,US,Paid Search,Regular,Tablet
USR-00015766,2025-06-04 19:46:05,FR,Social,Regular,Desktop
USR-00014882,2025-06-04 20:13:01,UK,Referral,Regular,Desktop
USR-00006680,2025-06-04 20:26:55,US,Paid Search,Regular,Mobile
USR-00014982,2025-06-04 20:35:14,US,Paid Search,Regular,Mobile
USR-00005838,2025-06-04 20:45:08,US,Paid Search,Bargain,Desktop
USR-00005745,2025-06-04 21:04:57,US,Paid Search,Bargain,Mobile
USR-00007522,2025-06-04 21:22:39,UK,Direct,Regular,Desktop
USR-00024294,2025-06-04 21:46:09,US,Direct,Regular,Desktop
USR-00019533,2025-06-04 21:47:41,US,Paid Search,Regular,Mobile
USR-00021629,2025-06-04 21:51:02,US,Paid Search,VIP,Mobile
USR-00012233,2025-06-04 21:52:44,CA,Organic Search,Bargain,Desktop
USR-00027187,2025-06-04 22:42:53,CA,Email,Regular,Mobile
USR-00018386,2025-06-04 23:38:19,UK,Organic Search,Bargain,Mobile
USR-00020221,2025-06-05 00:38:41,US,Organic Search,Regular,Desktop
USR-00029604,2025-06-05 00:41:43,UK,Paid Search,Regular,Mobile
USR-00009148,2025-06-05 00:43:08,DE,Paid Search,VIP,Desktop
USR-00023681,2025-06-05 01:12:27,US,Paid Search,Regular,Desktop
USR-00019391,2025-06-05 01:24:38,US,Organic Search,Regular,Mobile
USR-00023273,2025-06-05 01:47:43,US,Organic Search,Regular,Mobile
USR-00025002,2025-06-05 02:25:27,DE,Email,Regular,Desktop
USR-00006459,2025-06-05 02:28:42,US,Social,Bargain,Desktop
USR-00013919,2025-06-05 02:30:09,US,Paid Search,VIP,Mobile
USR-00007650,2025-06-05 03:15:47,US,Organic Search,Bargain,Tablet
USR-00006343,2025-06-05 03:47:28,CA,Paid Search,Regular,Mobile
USR-00019304,2025-06-05 04:13:37,CA,Direct,Regular,Desktop
USR-00015999,2025-06-05 05:34:47,US,Organic Search,Regular,Mobile
USR-00006344,2025-06-05 06:22:48,US,Organic Search,Regular,Desktop
USR-00018459,2025-06-05 06:26:36,AU,Paid Search,Bargain,Desktop
USR-00020826,2025-06-05 06:49:19,FR,Direct,Regular,Tablet
USR-00028408,2025-06-05 07:28:56,UK,Organic Search,Regular,Mobile
USR-00009135,2025-06-05 08:13:09,CA,Email,VIP,Mobile
USR-00020782,2025-06-05 08:30:54,US,Organic Search,Regular,Mobile
USR-00013373,2025-06-05 09:37:27,CA,Organic Search,VIP,Mobile
USR-00019981,2025-06-05 10:47:08,UK,Direct,Regular,Mobile
USR-00020620,2025-06-05 11:40:07,US,Paid Search,VIP,Desktop
USR-00017318,2025-06-05 12:22:46,CA,Organic Search,VIP,Mobile
USR-00005915,2025-06-05 12:25:32,CA,Organic Search,Bargain,Tablet
USR-00011730,2025-06-05 12:41:40,US,Direct,Bargain,Mobile
USR-00020119,2025-06-05 13:50:54,UK,Paid Search,VIP,Mobile
USR-00009602,2025-06-05 14:44:37,US,Social,Regular,Desktop
USR-00007403,2025-06-05 15:26:24,UK,Paid Search,Regular,Mobile
USR-00023645,2025-06-05 15:30:41,US,Social,Regular,Mobile
USR-00026057,2025-06-05 15:34:11,DE,Paid Search,Bargain,Mobile
USR-00004665,2025-06-05 15:57:23,US,Organic Search,Regular,Desktop
USR-00011664,2025-06-05 15:58:40,US,Paid Search,Bargain,Mobile
USR-00003896,2025-06-05 16:33:37,US,Paid Search,Bargain,Mobile
USR-00012812,2025-06-05 16:58:52,AU,Direct,Regular,Mobile
USR-00025433,2025-06-05 17:04:38,UK,Organic Search,Regular,Desktop
USR-00029080,2025-06-05 17:08:32,US,Organic Search,VIP,Mobile
USR-00021877,2025-06-05 17:24:38,US,Direct,Regular,Desktop
USR-00008000,2025-06-05 17:25:46,US,Direct,Bargain,Tablet
USR-00020508,2025-06-05 17:27:44,CA,Organic Search,Bargain,Mobile
USR-00016451,2025-06-05 17:34:31,US,Paid Search,Bargain,Mobile
USR-00001706,2025-06-05 17:41:20,CA,Paid Search,Regular,Desktop
USR-00022894,2025-06-05 17:43:06,US,Paid Search,Bargain,Mobile
USR-00023141,2025-06-05 18:05:58,US,Paid Search,Bargain,Mobile
USR-00002247,2025-06-05 18:22:11,FR,Paid Search,Regular,Mobile
USR-00025932,2025-06-05 18:42:27,FR,Organic Search,VIP,Mobile
USR-00023529,2025-06-05 18:53:44,UK,Direct,Regular,Mobile
USR-00009205,2025-06-05 18:58:04,US,Direct,VIP,Desktop
USR-00015922,2025-06-05 19:05:36,US,Social,VIP,Mobile
USR-00019175,2025-06-05 19:50:07,DE,Referral,Bargain,Mobile
USR-00018157,2025-06-05 20:03:49,FR,Paid Search,Regular,Mobile
USR-00023046,2025-06-05 20:09:29,UK,Social,Regular,Mobile
USR-00007755,2025-06-05 20:12:00,US,Paid Search,VIP,Mobile
USR-00005672,2025-06-05 20:23:53,US,Paid Search,Regular,Desktop
USR-00029783,2025-06-05 20:59:30,CA,Email,Bargain,Mobile
USR-00023383,2025-06-05 21:03:03,CA,Email,Bargain,Mobile
USR-00026484,2025-06-05 21:22:46,US,Organic Search,Regular,Desktop
USR-00017659,2025-06-05 21:24:43,US,Organic Search,Regular,Desktop
USR-00009315,2025-06-05 21:40:12,CA,Referral,Regular,Mobile
USR-00011410,2025-06-05 21:44:34,US,Email,Bargain,Desktop
USR-00029153,2025-06-05 22:05:35,US,Email,VIP,Mobile
USR-00022278,2025-06-05 23:39:32,UK,Paid Search,Regular,Mobile
USR-00005874,2025-06-05 23:45:44,CA,Direct,VIP,Mobile
USR-00022534,2025-06-06 00:01:27,US,Organic Search,VIP,Mobile
USR-00006651,2025-06-06 00:14:59,FR,Paid Search,Regular,Tablet
USR-00015326,2025-06-06 00:43:56,DE,Social,Bargain,Desktop
USR-00004117,2025-06-06 00:47:14,US,Social,Bargain,Mobile
USR-00028191,2025-06-06 01:03:30,UK,Direct,Regular,Mobile
USR-00026963,2025-06-06 01:56:50,US,Referral,VIP,Desktop
USR-00027621,2025-06-06 02:10:31,CA,Paid Search,Bargain,Mobile
USR-00014553,2025-06-06 02:45:56,DE,Direct,VIP,Mobile
USR-00012876,2025-06-06 02:53:01,US,Direct,Regular,Desktop
USR-00022813,2025-06-06 03:01:48,US,Paid Search,VIP,Mobile
USR-00027194,2025-06-06 03:39:57,UK,Paid Search,VIP,Mobile
USR-00015815,2025-06-06 03:52:38,US,Paid Search,Regular,Mobile
USR-00020296,2025-06-06 03:58:30,UK,Direct,Bargain,Mobile
USR-00024249,2025-06-06 04:04:13,CA,Social,Regular,Mobile
USR-00000322,2025-06-06 04:12:21,CA,Organic Search,Bargain,Mobile
USR-00017623,2025-06-06 04:26:22,US,Social,Regular,Mobile
USR-00021782,2025-06-06 04:44:28,US,Email,Regular,Tablet
USR-00019581,2025-06-06 05:10:23,US,Paid Search,Regular,Mobile
USR-00018699,2025-06-06 06:00:18,UK,Organic Search,Regular,Mobile
USR-00005388,2025-06-06 06:35:32,US,Paid Search,Regular,Mobile
USR-00023595,2025-06-06 06:54:24,US,Email,Regular,Desktop
USR-00012103,2025-06-06 06:56:38,US,Organic Search,Bargain,Mobile
USR-00017838,2025-06-06 07:09:39,US,Paid Search,Regular,Mobile
USR-00009433,2025-06-06 07:24:16,US,Direct,Regular,Desktop
USR-00027134,2025-06-06 07:34:02,CA,Organic Search,Regular,Mobile
USR-00028264,2025-06-06 08:47:02,US,Organic Search,Regular,Desktop
USR-00003761,2025-06-06 08:55:59,CA,Social,Bargain,Mobile
USR-00000021,2025-06-06 09:04:29,DE,Paid Search,Regular,Mobile
USR-00013549,2025-06-06 09:23:03,US,Organic Search,VIP,Desktop
USR-00013950,2025-06-06 09:31:27,AU,Paid Search,Regular,Mobile
USR-00019484,2025-06-06 10:13:28,AU,Paid Search,Regular,Tablet
USR-00003849,2025-06-06 10:24:52,US,Referral,VIP,Desktop
USR-00015203,2025-06-06 10:51:50,US,Referral,VIP,Mobile
USR-00005310,2025-06-06 11:38:04,CA,Paid Search,Regular,Desktop
USR-00019891,2025-06-06 11:40:16,US,Paid Search,Regular,Mobile
USR-00003505,2025-06-06 12:32:01,US,Paid Search,Regular,Mobile
USR-00015426,2025-06-06 12:52:13,AU,Paid Search,Regular,Desktop
USR-00029034,2025-06-06 12:52:47,US,Social,VIP,Tablet
USR-00019675,2025-06-06 13:00:13,US,Social,Regular,Mobile
USR-00026346,2025-06-06 13:15:37,US,Direct,Regular,Desktop
USR-00011914,2025-06-06 13:16:50,UK,Paid Search,Regular,Tablet
USR-00026074,2025-06-06 13:25:12,UK,Organic Search,Regular,Desktop
USR-00025193,2025-06-06 14:05:15,US,Social,Regular,Desktop
USR-00004002,2025-06-06 14:29:37,CA,Email,Regular,Mobile
USR-00010749,2025-06-06 14:36:23,FR,Referral,VIP,Tablet
USR-00009384,2025-06-06 14:39:16,US,Organic Search,Regular,Mobile
USR-00008834,2025-06-06 14:45:13,AU,Social,Regular,Mobile
USR-00013984,2025-06-06 14:58:08,US,Paid Search,Regular,Mobile
USR-00017276,2025-06-06 14:59:57,AU,Organic Search,Regular,Mobile
USR-00005792,2025-06-06 15:05:14,US,Social,VIP,Desktop
USR-00023186,2025-06-06 15:05:31,CA,Direct,Regular,Desktop
USR-00014174,2025-06-06 16:25:26,UK,Direct,Regular,Mobile
USR-00008439,2025-06-06 17:02:11,US,Direct,Regular,Desktop
USR-00003302,2025-06-06 17:18:51,UK,Email,Regular,Mobile
USR-00007123,2025-06-06 17:19:00,AU,Paid Search,Regular,Desktop
USR-00021997,2025-06-06 17:49:17,UK,Paid Search,Regular,Desktop
USR-00008177,2025-06-06 18:02:12,UK,Organic Search,Bargain,Mobile
USR-00007501,2025-06-06 18:07:49,FR,Direct,Bargain,Desktop
USR-00021854,2025-06-06 18:22:09,US,Paid Search,VIP,Mobile
USR-00022858,2025-06-06 18:25:46,US,Organic Search,VIP,Mobile
USR-00010123,2025-06-06 18:34:49,US,Organic Search,Bargain,Desktop
USR-00023935,2025-06-06 18:44:56,US,Social,Regular,Mobile
USR-00024580,2025-06-06 19:07:13,AU,Email,Regular,Mobile
USR-00000783,2025-06-06 19:08:05,US,Referral,VIP,Desktop
USR-00010457,2025-06-06 19:20:26,FR,Direct,Regular,Mobile
USR-00029013,2025-06-06 19:28:52,US,Direct,Bargain,Mobile
USR-00029556,2025-06-06 19:33:45,UK,Paid Search,Regular,Mobile
USR-00014125,2025-06-06 19:35:56,US,Direct,Regular,Desktop
USR-00026531,2025-06-06 19:51:09,AU,Organic Search,Regular,Tablet
USR-00007651,2025-06-06 19:52:31,CA,Social,Regular,Desktop
USR-00013797,2025-06-06 20:11:25,UK,Email,Regular,Mobile
USR-00017805,2025-06-06 20:15:01,UK,Email,Regular,Mobile
USR-00000535,2025-06-06 20:39:17,UK,Organic Search,Regular,Desktop
USR-00016664,2025-06-06 20:42:07,US,Paid Search,VIP,Mobile
USR-00024543,2025-06-06 20:54:16,US,Organic Search,Regular,Mobile
USR-00011699,2025-06-06 21:10:11,US,Direct,Bargain,Mobile
USR-00009266,2025-06-06 21:31:43,US,Direct,Bargain,Mobile
USR-00001446,2025-06-06 21:36:43,US,Organic Search,Regular,Desktop
USR-00012548,2025-06-06 21:45:17,US,Direct,Bargain,Mobile
USR-00002304,2025-06-06 21:49:56,US,Email,Regular,Desktop
USR-00025068,2025-06-06 22:00:11,US,Email,Regular,Desktop
USR-00027611,2025-06-06 22:01:33,UK,Social,Regular,Mobile
USR-00012920,2025-06-06 22:06:02,US,Email,Bargain,Mobile
USR-00028123,2025-06-06 22:20:52,US,Paid Search,Regular,Tablet
USR-00011740,2025-06-06 22:28:05,CA,Organic Search,Regular,Desktop
USR-00021161,2025-06-06 22:45:58,UK,Organic Search,Regular,Mobile
USR-00018082,2025-06-06 22:48:49,US,Social,Regular,Desktop
USR-00022129,2025-06-06 22:55:03,US,Organic Search,Regular,Mobile
USR-00024836,2025-06-06 23:14:47,US,Email,Regular,Desktop
USR-00010022,2025-06-06 23:51:42,US,Organic Search,VIP,Mobile
USR-00026614,2025-06-07 00:08:03,US,Direct,Bargain,Mobile
USR-00009316,2025-06-07 00:23:25,US,Paid Search,Bargain,Desktop
USR-00000407,2025-06-07 00:28:54,UK,Organic Search,VIP,Mobile
USR-00010555,2025-06-07 01:11:04,UK,Organic Search,VIP,Mobile
USR-00025891,2025-06-07 01:49:17,US,Paid Search,VIP,Desktop
USR-00009819,2025-06-07 02:01:33,US,Organic Search,VIP,Mobile
USR-00019532,2025-06-07 02:48:19,US,Paid Search,Regular,Desktop
USR-00000768,2025-06-07 02:54:00,FR,Organic Search,Regular,Mobile
USR-00004496,2025-06-07 03:29:55,US,Referral,VIP,Mobile
USR-00001208,2025-06-07 03:38:11,US,Organic Search,Regular,Desktop
USR-00021760,2025-06-07 04:02:02,US,Paid Search,Bargain,Desktop
USR-00021661,2025-06-07 04:29:35,US,Social,Bargain,Mobile
USR-00013611,2025-06-07 04:33:10,UK,Social,Regular,Tablet
USR-00018354,2025-06-07 04:53:01,US,Direct,Regular,Desktop
USR-00017031,2025-06-07 04:59:40,AU,Social,Bargain,Tablet
USR-00022865,2025-06-07 05:12:22,AU,Direct,Regular,Desktop
USR-00012182,2025-06-07 05:21:21,CA,Organic Search,Regular,Tablet
USR-00016603,2025-06-07 05:23:52,US,Direct,Regular,Mobile
USR-00007389,2025-06-07 05:43:48,CA,Email,Regular,Desktop
USR-00015219,2025-06-07 06:07:28,AU,Email,Regular,Desktop
USR-00019368,2025-06-07 06:28:43,US,Organic Search,VIP,Mobile
USR-00016588,2025-06-07 06:29:45,UK,Paid Search,Regular,Desktop
USR-00003703,2025-06-07 06:34:16,US,Organic Search,Bargain,Mobile
USR-00019254,2025-06-07 06:40:59,US,Paid Search,Bargain,Mobile
USR-00028018,2025-06-07 06:53:30,US,Paid Search,Bargain,Mobile
USR-00016320,2025-06-07 07:06:55,FR,Social,VIP,Mobile
USR-00008863,2025-06-07 07:16:47,US,Paid Search,Regular,Desktop
USR-00019250,2025-06-07 07:25:39,UK,Paid Search,Regular,Mobile
USR-00007585,2025-06-07 07:32:07,CA,Direct,Bargain,Desktop
USR-00024052,2025-06-07 07:45:03,DE,Social,Regular,Tablet
USR-00020220,2025-06-07 08:12:17,US,Organic Search,Regular,Mobile
USR-00029507,2025-06-07 08:16:04,US,Direct,Bargain,Desktop
USR-00017599,2025-06-07 08:24:56,DE,Direct,Bargain,Mobile
USR-00018034,2025-06-07 08:30:10,CA,Paid Search,Regular,Mobile
USR-00001588,2025-06-07 08:37:48,US,Social,Bargain,Mobile
USR-00006834,2025-06-07 08:59:03,CA,Referral,VIP,Mobile
USR-00006845,2025-06-07 09:41:42,CA,Email,Regular,Mobile
USR-00010907,2025-06-07 10:14:35,CA,Direct,Regular,Tablet
USR-00024552,2025-06-07 10:19:26,UK,Social,VIP,Mobile
USR-00005651,2025-06-07 10:35:45,US,Organic Search,Regular,Desktop
USR-00027842,2025-06-07 10:38:31,FR,Email,Regular,Mobile
USR-00016787,2025-06-07 10:50:45,AU,Paid Search,Regular,Tablet
USR-00005872,2025-06-07 11:00:01,US,Social,Bargain,Mobile
USR-00006877,2025-06-07 11:17:56,FR,Social,Regular,Mobile
USR-00011450,2025-06-07 11:20:13,UK,Organic Search,Regular,Mobile
USR-00004617,2025-06-07 11:20:34,UK,Organic Search,Regular,Mobile
USR-00025417,2025-06-07 11:59:42,US,Referral,Regular,Desktop
USR-00002933,2025-06-07 12:53:51,CA,Referral,VIP,Desktop
USR-00028097,2025-06-07 13:04:24,UK,Organic Search,Regular,Mobile
USR-00022279,2025-06-07 13:20:23,US,Direct,Regular,Mobile
USR-00021182,2025-06-07 13:24:59,CA,Referral,Regular,Mobile
USR-00002430,2025-06-07 13:49:38,DE,Referral,VIP,Mobile
USR-00021515,2025-06-07 14:02:43,DE,Paid Search,Regular,Mobile
USR-00028717,2025-06-07 14:02:47,US,Email,Regular,Tablet
USR-00026961,2025-06-07 14:16:48,US,Social,Regular,Mobile
USR-00023671,2025-06-07 14:19:09,UK,Social,Regular,Tablet
USR-00023639,2025-06-07 14:27:24,US,Organic Search,Bargain,Mobile
USR-00019108,2025-06-07 14:32:02,US,Social,Regular,Desktop
USR-00017395,2025-06-07 14:33:52,US,Referral,Bargain,Mobile
USR-00015350,2025-06-07 15:01:07,US,Organic Search,Regular,Desktop
USR-00002998,2025-06-07 15:02:09,US,Referral,VIP,Mobile
USR-00023856,2025-06-07 15:13:08,US,Direct,Regular,Mobile
USR-00000010,2025-06-07 15:30:59,US,Direct,VIP,Mobile
USR-00011683,2025-06-07 15:50:49,US,Email,Regular,Mobile
USR-00019971,2025-06-07 16:11:39,CA,Email,VIP,Desktop
USR-00002028,2025-06-07 16:21:39,US,Social,Bargain,Mobile
USR-00024244,2025-06-07 16:40:26,US,Organic Search,VIP,Mobile
USR-00018790,2025-06-07 16:53:18,DE,Social,Regular,Mobile
USR-00025449,2025-06-07 17:26:09,UK,Paid Search,Bargain,Tablet
USR-00004890,2025-06-07 17:53:50,US,Referral,Regular,Tablet
USR-00008102,2025-06-07 18:06:02,FR,Referral,Regular,Desktop
USR-00011048,2025-06-07 18:10:52,US,Paid Search,VIP,Mobile
USR-00005060,2025-06-07 18:43:45,DE,Paid Search,VIP,Desktop
USR-00007991,2025-06-07 18:55:25,CA,Direct,Regular,Desktop
USR-00027510,2025-06-07 19:34:30,US,Organic Search,Regular,Desktop
USR-00013662,2025-06-07 19:46:48,US,Referral,Regular,Mobile
USR-00022186,2025-06-07 20:02:38,UK,Direct,Bargain,Desktop
USR-00003581,2025-06-07 20:37:43,FR,Organic Search,Regular,Mobile
USR-00025494,2025-06-07 20:44:48,US,Paid Search,Bargain,Desktop
USR-00004513,2025-06-07 20:46:45,US,Organic Search,VIP,Desktop
USR-00019690,2025-06-07 20:58:24,US,Direct,Regular,Mobile
USR-00026895,2025-06-07 21:24:35,CA,Paid Search,Bargain,Desktop
USR-00016716,2025-06-07 21:44:04,UK,Social,Bargain,Desktop
USR-00020985,2025-06-07 22:01:52,US,Paid Search,Bargain,Desktop
USR-00012881,2025-06-07 22:34:36,US,Social,Regular,Mobile
USR-00029770,2025-06-07 22:42:09,UK,Paid Search,Regular,Desktop
USR-00010794,2025-06-07 23:38:07,FR,Organic Search,Regular,Mobile
USR-00012640,2025-06-07 23:45:07,UK,Organic Search,VIP,Desktop
USR-00007662,2025-06-07 23:54:31,US,Direct,Regular,Desktop
USR-00028793,2025-06-08 00:13:30,UK,Organic Search,Regular,Tablet
USR-00000411,2025-06-08 00:15:19,US,Paid Search,Regular,Mobile
USR-00018457,2025-06-08 00:22:24,UK,Direct,Regular,Mobile
USR-00008369,2025-06-08 01:39:03,DE,Email,VIP,Mobile
USR-00029267,2025-06-08 01:42:45,CA,Direct,Regular,Tablet
USR-00007240,2025-06-08 01:44:53,US,Organic Search,Bargain,Mobile
USR-00002949,2025-06-08 01:55:14,FR,Referral,Regular,Desktop
USR-00029656,2025-06-08 02:16:18,US,Referral,Regular,Mobile
USR-00025689,2025-06-08 02:21:34,UK,Paid Search,VIP,Mobile
USR-00021322,2025-06-08 02:46:53,AU,Direct,Bargain,Desktop
USR-00017752,2025-06-08 02:55:07,US,Direct,Regular,Desktop
USR-00001829,2025-06-08 03:11:34,FR,Direct,Regular,Mobile
USR-00023193,2025-06-08 03:25:22,US,Organic Search,Regular,Desktop
USR-00016819,2025-06-08 03:28:13,FR,Organic Search,Regular,Desktop
USR-00015373,2025-06-08 03:37:32,US,Social,Regular,Mobile
USR-00029462,2025-06-08 03:57:14,UK,Referral,VIP,Desktop
USR-00026563,2025-06-08 04:04:39,US,Social,Bargain,Tablet
USR-00018335,2025-06-08 04:15:58,US,Direct,VIP,Desktop
USR-00008277,2025-06-08 05:01:12,US,Organic Search,Regular,Desktop
USR-00012936,2025-06-08 05:06:26,UK,Organic Search,Regular,Mobile
USR-00000840,2025-06-08 05:35:54,UK,Direct,VIP,Desktop
USR-00028243,2025-06-08 05:49:47,CA,Paid Search,Bargain,Desktop
USR-00003130,2025-06-08 06:12:10,CA,Organic Search,Regular,Mobile
USR-00013158,2025-06-08 06:17:15,US,Social,Regular,Mobile
USR-00020082,2025-06-08 06:43:54,FR,Organic Search,VIP,Tablet
USR-00017277,2025-06-08 06:45:17,US,Organic Search,VIP,Mobile
USR-00000309,2025-06-08 06:48:10,UK,Paid Search,Regular,Mobile
USR-00015269,2025-06-08 06:49:20,FR,Paid Search,Bargain,Mobile
USR-00012687,2025-06-08 06:56:05,CA,Paid Search,Regular,Tablet
USR-00016607,2025-06-08 06:59:28,US,Referral,Regular,Mobile
USR-00004519,2025-06-08 07:42:39,UK,Organic Search,Regular,Mobile
USR-00004960,2025-06-08 07:47:57,US,Social,Regular,Desktop
USR-00008176,2025-06-08 07:54:15,CA,Organic Search,Regular,Mobile
USR-00022155,2025-06-08 07:55:52,UK,Paid Search,Bargain,Mobile
USR-00002429,2025-06-08 08:07:55,UK,Organic Search,Bargain,Mobile
USR-00020135,2025-06-08 08:33:50,US,Email,Regular,Mobile
USR-00002266,2025-06-08 08:37:00,US,Paid Search,Regular,Tablet
USR-00011043,2025-06-08 09:49:53,US,Paid Search,Regular,Mobile
USR-00003484,2025-06-08 10:19:41,US,Organic Search,Regular,Mobile
USR-00027441,2025-06-08 10:29:55,UK,Social,Regular,Mobile
USR-00000810,2025-06-08 11:36:55,CA,Organic Search,Regular,Tablet
USR-00009920,2025-06-08 11:39:18,AU,Organic Search,Regular,Mobile
USR-00003861,2025-06-08 12:02:24,UK,Organic Search,Regular,Tablet
USR-00011974,2025-06-08 12:14:14,DE,Direct,Bargain,Desktop
USR-00022426,2025-06-08 12:15:23,US,Social,VIP,Mobile
USR-00012158,2025-06-08 12:36:02,AU,Direct,Bargain,Desktop
USR-00020030,2025-06-08 14:21:17,US,Referral,Regular,Mobile
USR-00007296,2025-06-08 15:42:45,DE,Paid Search,Regular,Desktop
USR-00021919,2025-06-08 15:59:15,FR,Paid Search,Regular,Desktop
USR-00017625,2025-06-08 16:14:47,US,Paid Search,VIP,Desktop
USR-00024849,2025-06-08 16:37:38,UK,Paid Search,Regular,Mobile
USR-00025374,2025-06-08 17:06:40,US,Organic Search,Regular,Desktop
USR-00005994,2025-06-08 17:10:43,DE,Paid Search,Bargain,Mobile
USR-00001104,2025-06-08 17:17:45,CA,Paid Search,Regular,Mobile
USR-00023454,2025-06-08 17:24:20,US,Direct,Regular,Mobile
USR-00005397,2025-06-08 17:30:46,US,Paid Search,Regular,Tablet
USR-00022510,2025-06-08 17:44:36,UK,Organic Search,Regular,Mobile
USR-00002739,2025-06-08 18:03:11,CA,Paid Search,Regular,Mobile
USR-00008231,2025-06-08 18:25:44,UK,Direct,Regular,Desktop
USR-00014535,2025-06-08 18:32:53,FR,Organic Search,VIP,Mobile
USR-00009720,2025-06-08 18:37:32,US,Paid Search,VIP,Desktop
USR-00026040,2025-06-08 18:38:02,US,Paid Search,Regular,Mobile
USR-00018097,2025-06-08 19:29:37,DE,Social,Regular,Mobile
USR-00000644,2025-06-08 19:33:48,US,Social,Regular,Tablet
USR-00023425,2025-06-08 19:36:09,FR,Direct,Bargain,Tablet
USR-00027485,2025-06-08 19:49:54,US,Email,Regular,Desktop
USR-00013461,2025-06-08 20:39:11,US,Organic Search,Regular,Mobile
USR-00017543,2025-06-08 21:01:22,CA,Direct,Regular,Desktop
USR-00021021,2025-06-08 21:07:33,CA,Direct,Regular,Mobile
USR-00004675,2025-06-08 21:13:18,DE,Organic Search,Regular,Mobile
USR-00004480,2025-06-08 21:16:55,DE,Direct,Bargain,Tablet
USR-00024300,2025-06-08 21:19:39,FR,Paid Search,Bargain,Mobile
USR-00017161,2025-06-08 21:30:09,US,Direct,Regular,Mobile
USR-00011755,2025-06-08 21:49:44,CA,Social,VIP,Mobile
USR-00010929,2025-06-08 22:01:39,US,Social,Regular,Desktop
USR-00018923,2025-06-08 22:26:34,FR,Organic Search,Regular,Desktop
USR-00003926,2025-06-08 23:18:32,UK,Direct,Bargain,Tablet
USR-00018130,2025-06-08 23:44:04,US,Paid Search,Regular,Tablet
USR-00018644,2025-06-08 23:56:28,US,Organic Search,Bargain,Mobile
USR-00012672,2025-06-09 00:00:09,US,Social,Regular,Mobile
