order_item_id,order_id,product_id,quantity,unit_price,unit_cost,line_total,total_item_price,line_profit
ITM-000006500,ORD-00004712,PRD-00065,1,24.99,5.84,24.99,24.99,19.15
ITM-000006501,ORD-00004713,PRD-00029,1,94.49,33.63,94.49,94.49,60.86
ITM-000006502,ORD-00004714,PRD-00066,1,84.99,33.73,84.99,84.99,51.26
ITM-000006503,ORD-00004715,PRD-00067,2,44.99,16.41,89.98,89.98,57.16
ITM-000006504,ORD-00004715,PRD-00035,1,100.99,39.04,100.99,100.99,61.95
ITM-000006505,ORD-00004716,PRD-00013,1,275.99,176.16,275.99,275.99,99.83
ITM-000006506,ORD-00004716,PRD-00010,1,207.99,120.07,207.99,207.99,87.92
ITM-000006507,ORD-00004716,PRD-00095,1,204.99,100.6,204.99,204.99,104.39
ITM-000006508,ORD-00004717,PRD-00091,2,42.99,22.68,85.98,85.98,40.62
ITM-000006509,ORD-00004718,PRD-00047,1,100.99,42.27,100.99,100.99,58.72
ITM-000006510,ORD-00004718,PRD-00026,2,94.99,41.91,189.98,189.98,106.16
ITM-000006511,ORD-00004719,PRD-00099,1,50.99,27.57,50.99,50.99,23.42
ITM-000006512,ORD-00004719,PRD-00049,1,162.99,86.22,162.99,162.99,76.77
ITM-000006513,ORD-00004720,PRD-00032,1,42.49,17.54,42.49,42.49,24.95
ITM-000006514,ORD-00004721,PRD-00018,1,72.99,37.97,72.99,72.99,35.02
ITM-000006515,ORD-00004721,PRD-00090,1,232.99,113.86,232.99,232.99,119.13
ITM-000006516,ORD-00004721,PRD-00078,1,25.99,9.37,25.99,25.99,16.62
ITM-000006517,ORD-00004722,PRD-00082,1,151.49,68.21,151.49,151.49,83.28
ITM-000006518,ORD-00004723,PRD-00036,1,73.99,30.02,73.99,73.99,43.97
ITM-000006519,ORD-00004723,PRD-00050,1,173.99,93.04,173.99,173.99,80.95
ITM-000006520,ORD-00004723,PRD-00030,2,67.99,29.21,135.98,135.98,77.56
ITM-000006521,ORD-00004724,PRD-00035,1,100.99,39.04,100.99,100.99,61.95
ITM-000006522,ORD-00004725,PRD-00085,1,105.99,56.37,105.99,105.99,49.62
ITM-000006523,ORD-00004726,PRD-00041,1,180.99,84.81,180.99,180.99,96.18
ITM-000006524,ORD-00004727,PRD-00034,1,34.99,12.79,34.99,34.99,22.2
ITM-000006525,ORD-00004728,PRD-00051,1,52.99,21.94,52.99,52.99,31.05
ITM-000006526,ORD-00004729,PRD-00020,1,271.99,147.22,271.99,271.99,124.77
ITM-000006527,ORD-00004730,PRD-00098,1,199.49,113.09,199.49,199.49,86.4
ITM-000006528,ORD-00004731,PRD-00008,1,325.99,186.16,325.99,325.99,139.83
ITM-000006529,ORD-00004732,PRD-00044,1,72.99,36.23,72.99,72.99,36.76
ITM-000006530,ORD-00004732,PRD-00042,1,121.99,52.18,121.99,121.99,69.81
ITM-000006531,ORD-00004733,PRD-00089,1,31.99,18.14,31.99,31.99,13.85
ITM-000006532,ORD-00004734,PRD-00048,2,33.49,15.83,66.98,66.98,35.32
ITM-000006533,ORD-00004735,PRD-00037,1,41.99,15.18,41.99,41.99,26.81
ITM-000006534,ORD-00004736,PRD-00064,2,24.99,6.91,49.98,49.98,36.16
ITM-000006535,ORD-00004737,PRD-00015,1,205.99,123.35,205.99,205.99,82.64
ITM-000006536,ORD-00004738,PRD-00043,1,105.99,49.95,105.99,105.99,56.04
ITM-000006537,ORD-00004739,PRD-00082,1,151.49,68.21,151.49,151.49,83.28
ITM-000006538,ORD-00004740,PRD-00067,1,44.99,16.41,44.99,44.99,28.58
ITM-000006539,ORD-00004741,PRD-00070,1,64.99,25.31,64.99,64.99,39.68
ITM-000006540,ORD-00004742,PRD-00085,1,105.99,56.37,105.99,105.99,49.62
ITM-000006541,ORD-00004742,PRD-00082,1,151.49,68.21,151.49,151.49,83.28
ITM-000006542,ORD-00004743,PRD-00028,3,107.49,45.05,322.47,322.47,187.32
ITM-000006543,ORD-00004743,PRD-00050,1,173.99,93.04,173.99,173.99,80.95
ITM-000006544,ORD-00004744,PRD-00096,2,199.99,116.57,399.98,399.98,166.84
ITM-000006545,ORD-00004745,PRD-00002,1,203.99,113.88,203.99,203.99,90.11
ITM-000006546,ORD-00004745,PRD-00001,2,320.99,176.63,641.98,641.98,288.72
ITM-000006547,ORD-00004745,PRD-00095,1,204.99,100.6,204.99,204.99,104.39
ITM-000006548,ORD-00004746,PRD-00016,1,129.99,78.72,129.99,129.99,51.27
ITM-000006549,ORD-00004747,PRD-00038,1,77.49,36.23,77.49,77.49,41.26
ITM-000006550,ORD-00004747,PRD-00029,1,94.49,33.63,94.49,94.49,60.86
ITM-000006551,ORD-00004748,PRD-00093,1,227.99,111.71,227.99,227.99,116.28
ITM-000006552,ORD-00004748,PRD-00088,1,211.99,101.84,211.99,211.99,110.15
ITM-000006553,ORD-00004748,PRD-00095,2,204.99,100.6,409.98,409.98,208.78
ITM-000006554,ORD-00004749,PRD-00036,1,73.99,30.02,73.99,73.99,43.97
ITM-000006555,ORD-00004749,PRD-00061,1,75.99,20.12,75.99,75.99,55.87
ITM-000006556,ORD-00004749,PRD-00010,1,207.99,120.07,207.99,207.99,87.92
ITM-000006557,ORD-00004750,PRD-00087,2,43.99,24.1,87.98,87.98,39.78
ITM-000006558,ORD-00004750,PRD-00032,1,42.49,17.54,42.49,42.49,24.95
ITM-000006559,ORD-00004751,PRD-00040,1,98.99,45.24,98.99,98.99,53.75
ITM-000006560,ORD-00004752,PRD-00010,3,207.99,120.07,623.97,623.97,263.76
ITM-000006561,ORD-00004752,PRD-00093,1,227.99,111.71,227.99,227.99,116.28
ITM-000006562,ORD-00004753,PRD-00086,1,140.99,72.94,140.99,140.99,68.05
ITM-000006563,ORD-00004754,PRD-00047,1,100.99,42.27,100.99,100.99,58.72
ITM-000006564,ORD-00004755,PRD-00070,1,64.99,25.31,64.99,64.99,39.68
ITM-000006565,ORD-00004756,PRD-00016,1,129.99,78.72,129.99,129.99,51.27
ITM-000006566,ORD-00004756,PRD-00031,1,110.99,51.16,110.99,110.99,59.83
ITM-000006567,ORD-00004757,PRD-00081,1,77.99,39.19,77.99,77.99,38.8
ITM-000006568,ORD-00004758,PRD-00023,1,31.99,14.2,31.99,31.99,17.79
ITM-000006569,ORD-00004759,PRD-00057,2,146.49,75.56,292.98,292.98,141.86
ITM-000006570,ORD-00004759,PRD-00037,2,41.99,15.18,83.98,83.98,53.62
ITM-000006571,ORD-00004760,PRD-00047,2,100.99,42.27,201.98,201.98,117.44
ITM-000006572,ORD-00004761,PRD-00091,1,42.99,22.68,42.99,42.99,20.31
ITM-000006573,ORD-00004762,PRD-00031,1,110.99,51.16,110.99,110.99,59.83
ITM-000006574,ORD-00004763,PRD-00049,1,162.99,86.22,162.99,162.99,76.77
ITM-000006575,ORD-00004764,PRD-00042,1,121.99,52.18,121.99,121.99,69.81
ITM-000006576,ORD-00004765,PRD-00071,1,86.99,31.3,86.99,86.99,55.69
ITM-000006577,ORD-00004765,PRD-00077,1,22.99,8.27,22.99,22.99,14.72
ITM-000006578,ORD-00004765,PRD-00074,2,16.99,6.2,33.98,33.98,21.58
ITM-000006579,ORD-00004766,PRD-00086,1,140.99,72.94,140.99,140.99,68.05
ITM-000006580,ORD-00004767,PRD-00063,1,70.49,27.76,70.49,70.49,42.73
ITM-000006581,ORD-00004768,PRD-00027,1,83.99,34.49,83.99,83.99,49.5
ITM-000006582,ORD-00004769,PRD-00018,1,72.99,37.97,72.99,72.99,35.02
ITM-000006583,ORD-00004770,PRD-00032,1,42.49,17.54,42.49,42.49,24.95
ITM-000006584,ORD-00004771,PRD-00087,2,43.99,24.1,87.98,87.98,39.78
ITM-000006585,ORD-00004772,PRD-00092,1,214.99,101.72,214.99,214.99,113.27
ITM-000006586,ORD-00004773,PRD-00028,1,107.49,45.05,107.49,107.49,62.44
ITM-000006587,ORD-00004773,PRD-00005,1,82.99,47.75,82.99,82.99,35.24
ITM-000006588,ORD-00004774,PRD-00054,2,137.99,68.35,275.98,275.98,139.28
ITM-000006589,ORD-00004775,PRD-00032,1,42.49,17.54,42.49,42.49,24.95
ITM-000006590,ORD-00004775,PRD-00067,1,44.99,16.41,44.99,44.99,28.58
ITM-000006591,ORD-00004775,PRD-00011,1,179.99,102.31,179.99,179.99,77.68
ITM-000006592,ORD-00004776,PRD-00055,1,74.99,31.61,74.99,74.99,43.38
ITM-000006593,ORD-00004777,PRD-00077,1,22.99,8.27,22.99,22.99,14.72
ITM-000006594,ORD-00004778,PRD-00093,2,227.99,111.71,455.98,455.98,232.56
ITM-000006595,ORD-00004779,PRD-00093,1,227.99,111.71,227.99,227.99,116.28
ITM-000006596,ORD-00004780,PRD-00011,1,179.99,102.31,179.99,179.99,77.68
ITM-000006597,ORD-00004781,PRD-00061,1,75.99,20.12,75.99,75.99,55.87
ITM-000006598,ORD-00004781,PRD-00025,2,55.99,23.35,111.98,111.98,65.28
ITM-000006599,ORD-00004781,PRD-00028,1,107.49,45.05,107.49,107.49,62.44
ITM-000006600,ORD-00004782,PRD-00046,1,113.49,52.53,113.49,113.49,60.96
ITM-000006601,ORD-00004783,PRD-00048,1,33.49,15.83,33.49,33.49,17.66
ITM-000006602,ORD-00004783,PRD-00009,1,94.99,52.51,94.99,94.99,42.48
ITM-000006603,ORD-00004784,PRD-00059,1,47.49,23.54,47.49,47.49,23.95
ITM-000006604,ORD-00004785,PRD-00047,1,100.99,42.27,100.99,100.99,58.72
ITM-000006605,ORD-00004786,PRD-00022,2,49.99,20.52,99.98,99.98,58.94
ITM-000006606,ORD-00004787,PRD-00002,1,203.99,113.88,203.99,203.99,90.11
ITM-000006607,ORD-00004788,PRD-00008,1,325.99,186.16,325.99,325.99,139.83
ITM-000006608,ORD-00004789,PRD-00090,1,232.99,113.86,232.99,232.99,119.13
ITM-000006609,ORD-00004790,PRD-00057,1,146.49,75.56,146.49,146.49,70.93
ITM-000006610,ORD-00004790,PRD-00004,2,294.49,168.07,588.98,588.98,252.84
ITM-000006611,ORD-00004790,PRD-00075,1,56.99,20.25,56.99,56.99,36.74
ITM-000006612,ORD-00004791,PRD-00018,1,72.99,37.97,72.99,72.99,35.02
ITM-000006613,ORD-00004791,PRD-00076,1,62.99,25.51,62.99,62.99,37.48
ITM-000006614,ORD-00004791,PRD-00060,1,176.49,84.75,176.49,176.49,91.74
ITM-000006615,ORD-00004792,PRD-00031,1,110.99,51.16,110.99,110.99,59.83
ITM-000006616,ORD-00004792,PRD-00016,2,129.99,78.72,259.98,259.98,102.54
ITM-000006617,ORD-00004793,PRD-00075,1,56.99,20.25,56.99,56.99,36.74
ITM-000006618,ORD-00004793,PRD-00018,1,72.99,37.97,72.99,72.99,35.02
ITM-000006619,ORD-00004794,PRD-00088,1,211.99,101.84,211.99,211.99,110.15
ITM-000006620,ORD-00004795,PRD-00096,2,199.99,116.57,399.98,399.98,166.84
ITM-000006621,ORD-00004796,PRD-00018,1,72.99,37.97,72.99,72.99,35.02
ITM-000006622,ORD-00004797,PRD-00009,1,94.99,52.51,94.99,94.99,42.48
ITM-000006623,ORD-00004798,PRD-00083,1,115.99,58.28,115.99,115.99,57.71
ITM-000006624,ORD-00004799,PRD-00084,2,31.99,15.58,63.98,63.98,32.82
ITM-000006625,ORD-00004800,PRD-00070,1,64.99,25.31,64.99,64.99,39.68
ITM-000006626,ORD-00004800,PRD-00001,1,320.99,176.63,320.99,320.99,144.36
ITM-000006627,ORD-00004800,PRD-00022,1,49.99,20.52,49.99,49.99,29.47
ITM-000006628,ORD-00004801,PRD-00036,1,73.99,30.02,73.99,73.99,43.97
ITM-000006629,ORD-00004802,PRD-00098,2,199.49,113.09,398.98,398.98,172.8
ITM-000006630,ORD-00004803,PRD-00037,1,41.99,15.18,41.99,41.99,26.81
ITM-000006631,ORD-00004804,PRD-00055,1,74.99,31.61,74.99,74.99,43.38
ITM-000006632,ORD-00004805,PRD-00097,1,167.49,87.54,167.49,167.49,79.95
ITM-000006633,ORD-00004806,PRD-00066,1,84.99,33.73,84.99,84.99,51.26
ITM-000006634,ORD-00004807,PRD-00020,1,271.99,147.22,271.99,271.99,124.77
ITM-000006635,ORD-00004808,PRD-00031,1,110.99,51.16,110.99,110.99,59.83
ITM-000006636,ORD-00004809,PRD-00021,2,114.99,46.3,229.98,229.98,137.38
ITM-000006637,ORD-00004810,PRD-00044,1,72.99,36.23,72.99,72.99,36.76
ITM-000006638,ORD-00004811,PRD-00095,1,204.99,100.6,204.99,204.99,104.39
ITM-000006639,ORD-00004812,PRD-00001,1,320.99,176.63,320.99,320.99,144.36
ITM-000006640,ORD-00004812,PRD-00014,1,337.99,200.36,337.99,337.99,137.63
ITM-000006641,ORD-00004812,PRD-00025,1,55.99,23.35,55.99,55.99,32.64
ITM-000006642,ORD-00004813,PRD-00098,1,199.49,113.09,199.49,199.49,86.4
ITM-000006643,ORD-00004814,PRD-00022,1,49.99,20.52,49.99,49.99,29.47
ITM-000006644,ORD-00004815,PRD-00049,2,162.99,86.22,325.98,325.98,153.54
ITM-000006645,ORD-00004816,PRD-00029,1,94.49,33.63,94.49,94.49,60.86
ITM-000006646,ORD-00004817,PRD-00020,1,271.99,147.22,271.99,271.99,124.77
ITM-000006647,ORD-00004818,PRD-00031,1,110.99,51.16,110.99,110.99,59.83
ITM-000006648,ORD-00004818,PRD-00074,2,16.99,6.2,33.98,33.98,21.58
ITM-000006649,ORD-00004819,PRD-00043,1,105.99,49.95,105.99,105.99,56.04
ITM-000006650,ORD-00004820,PRD-00016,1,129.99,78.72,129.99,129.99,51.27
ITM-000006651,ORD-00004821,PRD-00017,1,244.99,144.79,244.99,244.99,100.2
ITM-000006652,ORD-00004821,PRD-00078,1,25.99,9.37,25.99,25.99,16.62
ITM-000006653,ORD-00004822,PRD-00033,1,27.99,11.51,27.99,27.99,16.48
ITM-000006654,ORD-00004823,PRD-00073,1,84.49,28.1,84.49,84.49,56.39
ITM-000006655,ORD-00004823,PRD-00099,2,50.99,27.57,101.98,101.98,46.84
ITM-000006656,ORD-00004824,PRD-00058,1,152.99,69.5,152.99,152.99,83.49
ITM-000006657,ORD-00004825,PRD-00022,1,49.99,20.52,49.99,49.99,29.47
ITM-000006658,ORD-00004825,PRD-00077,1,22.99,8.27,22.99,22.99,14.72
ITM-000006659,ORD-00004826,PRD-00030,1,67.99,29.21,67.99,67.99,38.78
ITM-000006660,ORD-00004826,PRD-00040,3,98.99,45.24,296.97,296.97,161.25
ITM-000006661,ORD-00004827,PRD-00028,1,107.49,45.05,107.49,107.49,62.44
ITM-000006662,ORD-00004828,PRD-00059,1,47.49,23.54,47.49,47.49,23.95
ITM-000006663,ORD-00004829,PRD-00089,2,31.99,18.14,63.98,63.98,27.7
ITM-000006664,ORD-00004830,PRD-00072,3,36.99,11.8,110.97,110.97,75.57
ITM-000006665,ORD-00004830,PRD-00052,3,118.49,48.71,355.47,355.47,209.34
ITM-000006666,ORD-00004830,PRD-00060,2,176.49,84.75,352.98,352.98,183.48
ITM-000006667,ORD-00004831,PRD-00021,1,114.99,46.3,114.99,114.99,68.69
ITM-000006668,ORD-00004832,PRD-00084,1,31.99,15.58,31.99,31.99,16.41
ITM-000006669,ORD-00004833,PRD-00075,2,56.99,20.25,113.98,113.98,73.48
ITM-000006670,ORD-00004834,PRD-00009,1,94.99,52.51,94.99,94.99,42.48
ITM-000006671,ORD-00004835,PRD-00048,1,33.49,15.83,33.49,33.49,17.66
ITM-000006672,ORD-00004836,PRD-00017,1,244.99,144.79,244.99,244.99,100.2
ITM-000006673,ORD-00004837,PRD-00053,1,47.99,23.38,47.99,47.99,24.61
ITM-000006674,ORD-00004838,PRD-00043,1,105.99,49.95,105.99,105.99,56.04
ITM-000006675,ORD-00004839,PRD-00048,1,33.49,15.83,33.49,33.49,17.66
ITM-000006676,ORD-00004840,PRD-00074,1,16.99,6.2,16.99,16.99,10.79
ITM-000006677,ORD-00004841,PRD-00048,1,33.49,15.83,33.49,33.49,17.66
ITM-000006678,ORD-00004841,PRD-00086,1,140.99,72.94,140.99,140.99,68.05
ITM-000006679,ORD-00004842,PRD-00033,1,27.99,11.51,27.99,27.99,16.48
ITM-000006680,ORD-00004843,PRD-00031,1,110.99,51.16,110.99,110.99,59.83
ITM-000006681,ORD-00004844,PRD-00063,1,70.49,27.76,70.49,70.49,42.73
ITM-000006682,ORD-00004845,PRD-00050,1,173.99,93.04,173.99,173.99,80.95
ITM-000006683,ORD-00004846,PRD-00037,1,41.99,15.18,41.99,41.99,26.81
ITM-000006684,ORD-00004846,PRD-00085,1,105.99,56.37,105.99,105.99,49.62
ITM-000006685,ORD-00004847,PRD-00036,1,73.99,30.02,73.99,73.99,43.97
ITM-000006686,ORD-00004847,PRD-00052,1,118.49,48.71,118.49,118.49,69.78
ITM-000006687,ORD-00004847,PRD-00064,3,24.99,6.91,74.97,74.97,54.24
ITM-000006688,ORD-00004848,PRD-00098,2,199.49,113.09,398.98,398.98,172.8
ITM-000006689,ORD-00004849,PRD-00038,1,77.49,36.23,77.49,77.49,41.26
ITM-000006690,ORD-00004849,PRD-00093,1,227.99,111.71,227.99,227.99,116.28
ITM-000006691,ORD-00004850,PRD-00003,1,350.49,212.61,350.49,350.49,137.88
ITM-000006692,ORD-00004850,PRD-00034,1,34.99,12.79,34.99,34.99,22.2
ITM-000006693,ORD-00004850,PRD-00046,1,113.49,52.53,113.49,113.49,60.96
ITM-000006694,ORD-00004851,PRD-00036,1,73.99,30.02,73.99,73.99,43.97
ITM-000006695,ORD-00004852,PRD-00040,1,98.99,45.24,98.99,98.99,53.75
ITM-000006696,ORD-00004853,PRD-00045,1,83.49,36.38,83.49,83.49,47.11
ITM-000006697,ORD-00004853,PRD-00023,1,31.99,14.2,31.99,31.99,17.79
ITM-000006698,ORD-00004853,PRD-00060,1,176.49,84.75,176.49,176.49,91.74
ITM-000006699,ORD-00004854,PRD-00075,1,56.99,20.25,56.99,56.99,36.74
ITM-000006700,ORD-00004855,PRD-00052,1,118.49,48.71,118.49,118.49,69.78
ITM-000006701,ORD-00004856,PRD-00071,1,86.99,31.3,86.99,86.99,55.69
ITM-000006702,ORD-00004857,PRD-00021,1,114.99,46.3,114.99,114.99,68.69
ITM-000006703,ORD-00004857,PRD-00097,1,167.49,87.54,167.49,167.49,79.95
ITM-000006704,ORD-00004857,PRD-00004,1,294.49,168.07,294.49,294.49,126.42
ITM-000006705,ORD-00004858,PRD-00018,1,72.99,37.97,72.99,72.99,35.02
ITM-000006706,ORD-00004859,PRD-00065,3,24.99,5.84,74.97,74.97,57.45
ITM-000006707,ORD-00004860,PRD-00078,1,25.99,9.37,25.99,25.99,16.62
ITM-000006708,ORD-00004861,PRD-00055,1,74.99,31.61,74.99,74.99,43.38
ITM-000006709,ORD-00004862,PRD-00056,1,135.49,71.03,135.49,135.49,64.46
ITM-000006710,ORD-00004862,PRD-00032,1,42.49,17.54,42.49,42.49,24.95
ITM-000006711,ORD-00004863,PRD-00099,1,50.99,27.57,50.99,50.99,23.42
ITM-000006712,ORD-00004863,PRD-00093,1,227.99,111.71,227.99,227.99,116.28
ITM-000006713,ORD-00004864,PRD-00004,1,294.49,168.07,294.49,294.49,126.42
ITM-000006714,ORD-00004864,PRD-00085,1,105.99,56.37,105.99,105.99,49.62
ITM-000006715,ORD-00004864,PRD-00052,2,118.49,48.71,236.98,236.98,139.56
ITM-000006716,ORD-00004865,PRD-00014,1,337.99,200.36,337.99,337.99,137.63
ITM-000006717,ORD-00004865,PRD-00066,1,84.99,33.73,84.99,84.99,51.26
ITM-000006718,ORD-00004866,PRD-00055,2,74.99,31.61,149.98,149.98,86.76
ITM-000006719,ORD-00004867,PRD-00071,2,86.99,31.3,173.98,173.98,111.38
ITM-000006720,ORD-00004868,PRD-00058,1,152.99,69.5,152.99,152.99,83.49
ITM-000006721,ORD-00004869,PRD-00036,1,73.99,30.02,73.99,73.99,43.97
ITM-000006722,ORD-00004870,PRD-00010,1,207.99,120.07,207.99,207.99,87.92
ITM-000006723,ORD-00004871,PRD-00026,1,94.99,41.91,94.99,94.99,53.08
ITM-000006724,ORD-00004872,PRD-00061,1,75.99,20.12,75.99,75.99,55.87
ITM-000006725,ORD-00004872,PRD-00022,1,49.99,20.52,49.99,49.99,29.47
ITM-000006726,ORD-00004873,PRD-00029,1,94.49,33.63,94.49,94.49,60.86
ITM-000006727,ORD-00004874,PRD-00099,2,50.99,27.57,101.98,101.98,46.84
ITM-000006728,ORD-00004875,PRD-00073,1,84.49,28.1,84.49,84.49,56.39
ITM-000006729,ORD-00004876,PRD-00075,1,56.99,20.25,56.99,56.99,36.74
ITM-000006730,ORD-00004877,PRD-00079,1,46.49,15.84,46.49,46.49,30.65
ITM-000006731,ORD-00004878,PRD-00020,1,271.99,147.22,271.99,271.99,124.77
ITM-000006732,ORD-00004879,PRD-00030,3,67.99,29.21,203.97,203.97,116.34
ITM-000006733,ORD-00004879,PRD-00030,1,67.99,29.21,67.99,67.99,38.78
ITM-000006734,ORD-00004880,PRD-00094,1,245.99,110.0,245.99,245.99,135.99
ITM-000006735,ORD-00004881,PRD-00098,1,199.49,113.09,199.49,199.49,86.4
ITM-000006736,ORD-00004882,PRD-00050,1,173.99,93.04,173.99,173.99,80.95
ITM-000006737,ORD-00004883,PRD-00078,2,25.99,9.37,51.98,51.98,33.24
ITM-000006738,ORD-00004884,PRD-00031,1,110.99,51.16,110.99,110.99,59.83
ITM-000006739,ORD-00004885,PRD-00080,2,87.99,32.75,175.98,175.98,110.48
ITM-000006740,ORD-00004886,PRD-00062,1,68.49,27.5,68.49,68.49,40.99
ITM-000006741,ORD-00004886,PRD-00012,1,374.49,207.75,374.49,374.49,166.74
ITM-000006742,ORD-00004887,PRD-00074,1,16.99,6.2,16.99,16.99,10.79
ITM-000006743,ORD-00004888,PRD-00007,1,316.99,172.8,316.99,316.99,144.19
ITM-000006744,ORD-00004889,PRD-00064,1,24.99,6.91,24.99,24.99,18.08
ITM-000006745,ORD-00004890,PRD-00019,1,339.99,208.97,339.99,339.99,131.02
ITM-000006746,ORD-00004890,PRD-00014,1,337.99,200.36,337.99,337.99,137.63
ITM-000006747,ORD-00004891,PRD-00074,1,16.99,6.2,16.99,16.99,10.79
ITM-000006748,ORD-00004892,PRD-00097,1,167.49,87.54,167.49,167.49,79.95
ITM-000006749,ORD-00004893,PRD-00001,1,320.99,176.63,320.99,320.99,144.36
ITM-000006750,ORD-00004893,PRD-00050,1,173.99,93.04,173.99,173.99,80.95
ITM-000006751,ORD-00004894,PRD-00052,1,118.49,48.71,118.49,118.49,69.78
ITM-000006752,ORD-00004895,PRD-00073,1,84.49,28.1,84.49,84.49,56.39
ITM-000006753,ORD-00004896,PRD-00074,1,16.99,6.2,16.99,16.99,10.79
ITM-000006754,ORD-00004897,PRD-00021,1,114.99,46.3,114.99,114.99,68.69
ITM-000006755,ORD-00004898,PRD-00055,1,74.99,31.61,74.99,74.99,43.38
ITM-000006756,ORD-00004898,PRD-00079,1,46.49,15.84,46.49,46.49,30.65
ITM-000006757,ORD-00004899,PRD-00075,1,56.99,20.25,56.99,56.99,36.74
ITM-000006758,ORD-00004900,PRD-00054,1,137.99,68.35,137.99,137.99,69.64
ITM-000006759,ORD-00004900,PRD-00085,1,105.99,56.37,105.99,105.99,49.62
ITM-000006760,ORD-00004901,PRD-00001,1,320.99,176.63,320.99,320.99,144.36
ITM-000006761,ORD-00004902,PRD-00066,3,84.99,33.73,254.97,254.97,153.78
ITM-000006762,ORD-00004903,PRD-00074,1,16.99,6.2,16.99,16.99,10.79
ITM-000006763,ORD-00004904,PRD-00040,1,98.99,45.24,98.99,98.99,53.75
ITM-000006764,ORD-00004905,PRD-00074,1,16.99,6.2,16.99,16.99,10.79
ITM-000006765,ORD-00004906,PRD-00008,1,325.99,186.16,325.99,325.99,139.83
ITM-000006766,ORD-00004906,PRD-00064,1,24.99,6.91,24.99,24.99,18.08
ITM-000006767,ORD-00004907,PRD-00100,1,143.99,66.17,143.99,143.99,77.82
ITM-000006768,ORD-00004907,PRD-00093,1,227.99,111.71,227.99,227.99,116.28
ITM-000006769,ORD-00004907,PRD-00016,2,129.99,78.72,259.98,259.98,102.54
ITM-000006770,ORD-00004908,PRD-00035,1,100.99,39.04,100.99,100.99,61.95
ITM-000006771,ORD-00004909,PRD-00026,1,94.99,41.91,94.99,94.99,53.08
ITM-000006772,ORD-00004909,PRD-00067,1,44.99,16.41,44.99,44.99,28.58
ITM-000006773,ORD-00004910,PRD-00050,1,173.99,93.04,173.99,173.99,80.95
ITM-000006774,ORD-00004911,PRD-00075,1,56.99,20.25,56.99,56.99,36.74
ITM-000006775,ORD-00004912,PRD-00016,1,129.99,78.72,129.99,129.99,51.27
ITM-000006776,ORD-00004912,PRD-00008,1,325.99,186.16,325.99,325.99,139.83
ITM-000006777,ORD-00004912,PRD-00058,1,152.99,69.5,152.99,152.99,83.49
ITM-000006778,ORD-00004913,PRD-00038,1,77.49,36.23,77.49,77.49,41.26
ITM-000006779,ORD-00004913,PRD-00058,1,152.99,69.5,152.99,152.99,83.49
ITM-000006780,ORD-00004914,PRD-00009,2,94.99,52.51,189.98,189.98,84.96
ITM-000006781,ORD-00004914,PRD-00096,1,199.99,116.57,199.99,199.99,83.42
ITM-000006782,ORD-00004914,PRD-00091,1,42.99,22.68,42.99,42.99,20.31
ITM-000006783,ORD-00004915,PRD-00069,1,51.99,14.6,51.99,51.99,37.39
ITM-000006784,ORD-00004915,PRD-00009,2,94.99,52.51,189.98,189.98,84.96
ITM-000006785,ORD-00004916,PRD-00017,1,244.99,144.79,244.99,244.99,100.2
ITM-000006786,ORD-00004917,PRD-00027,1,83.99,34.49,83.99,83.99,49.5
ITM-000006787,ORD-00004918,PRD-00009,2,94.99,52.51,189.98,189.98,84.96
ITM-000006788,ORD-00004919,PRD-00050,1,173.99,93.04,173.99,173.99,80.95
ITM-000006789,ORD-00004920,PRD-00011,1,179.99,102.31,179.99,179.99,77.68
ITM-000006790,ORD-00004921,PRD-00014,1,337.99,200.36,337.99,337.99,137.63
ITM-000006791,ORD-00004921,PRD-00091,1,42.99,22.68,42.99,42.99,20.31
ITM-000006792,ORD-00004922,PRD-00020,1,271.99,147.22,271.99,271.99,124.77
ITM-000006793,ORD-00004923,PRD-00081,1,77.99,39.19,77.99,77.99,38.8
ITM-000006794,ORD-00004924,PRD-00053,2,47.99,23.38,95.98,95.98,49.22
ITM-000006795,ORD-00004924,PRD-00080,1,87.99,32.75,87.99,87.99,55.24
ITM-000006796,ORD-00004925,PRD-00072,1,36.99,11.8,36.99,36.99,25.19
ITM-000006797,ORD-00004925,PRD-00079,2,46.49,15.84,92.98,92.98,61.3
ITM-000006798,ORD-00004926,PRD-00042,1,121.99,52.18,121.99,121.99,69.81
ITM-000006799,ORD-00004927,PRD-00024,1,54.99,26.28,54.99,54.99,28.71
ITM-000006800,ORD-00004927,PRD-00069,1,51.99,14.6,51.99,51.99,37.39
ITM-000006801,ORD-00004928,PRD-00064,2,24.99,6.91,49.98,49.98,36.16
ITM-000006802,ORD-00004928,PRD-00001,1,320.99,176.63,320.99,320.99,144.36
ITM-000006803,ORD-00004929,PRD-00074,2,16.99,6.2,33.98,33.98,21.58
ITM-000006804,ORD-00004930,PRD-00063,1,70.49,27.76,70.49,70.49,42.73
ITM-000006805,ORD-00004930,PRD-00084,1,31.99,15.58,31.99,31.99,16.41
ITM-000006806,ORD-00004931,PRD-00072,1,36.99,11.8,36.99,36.99,25.19
ITM-000006807,ORD-00004932,PRD-00040,1,98.99,45.24,98.99,98.99,53.75
ITM-000006808,ORD-00004933,PRD-00046,2,113.49,52.53,226.98,226.98,121.92
ITM-000006809,ORD-00004933,PRD-00091,1,42.99,22.68,42.99,42.99,20.31
