order_id,session_id,user_id,order_date,order_timestamp,subtotal,tax_amount,shipping_fee,discount_amount,total_amount,payment_method,status,ab_variant
ORD-00004180,SES-000051012,USR-00001287,2025-09-12,2025-09-12 14:50:50.278182735,176.49,13.1,0.0,17.65,171.94,Credit Card,completed,control
ORD-00004181,SES-000051019,USR-00013646,2025-09-12,2025-09-12 15:30:44.253090036,339.98,25.24,0.0,34.0,331.22,Credit Card,completed,treatment
ORD-00004182,SES-000051022,USR-00017910,2025-09-12,2025-09-12 15:46:23.649714027,344.96,28.46,0.0,0.0,373.42,Klarna,completed,treatment
ORD-00004183,SES-000051034,USR-00027188,2025-09-12,2025-09-12 16:57:16.799167411,110.99,9.16,0.0,0.0,120.15,Credit Card,completed,control
ORD-00004184,SES-000051042,USR-00011994,2025-09-12,2025-09-12 17:46:49.308325298,116.98,8.69,0.0,11.7,113.97,Credit Card,completed,treatment
ORD-00004185,SES-000051063,USR-00006582,2025-09-12,2025-09-12 19:23:06.990333610,49.99,3.71,5.99,5.0,54.69,Apple Pay,completed,control
ORD-00004186,SES-000051064,USR-00013038,2025-09-12,2025-09-12 19:33:04.169784253,207.99,15.44,0.0,20.8,202.63,Credit Card,completed,treatment
ORD-00004187,SES-000051082,USR-00019606,2025-09-12,2025-09-12 20:23:35.708201872,327.98,24.35,0.0,32.8,319.53,Credit Card,completed,treatment
ORD-00004188,SES-000051083,USR-00027911,2025-09-12,2025-09-12 20:24:56.445195296,516.47,42.61,0.0,0.0,559.08,Credit Card,completed,control
ORD-00004189,SES-000051089,USR-00024114,2025-09-12,2025-09-12 20:57:03.195282512,429.98,31.93,0.0,43.0,418.91,PayPal,completed,treatment
ORD-00004190,SES-000051095,USR-00024248,2025-09-12,2025-09-12 21:12:22.355716810,34.99,2.89,5.99,0.0,43.87,PayPal,completed,control
ORD-00004191,SES-000051112,USR-00018928,2025-09-12,2025-09-12 22:05:59.661169380,207.99,15.44,0.0,20.8,202.63,Credit Card,completed,control
ORD-00004192,SES-000051113,USR-00006760,2025-09-12,2025-09-12 22:06:31.979935534,162.99,13.45,0.0,0.0,176.44,Klarna,completed,treatment
ORD-00004193,SES-000051129,USR-00025758,2025-09-12,2025-09-12 23:10:52.531043677,62.99,5.2,5.99,0.0,74.18,Klarna,completed,treatment
ORD-00004194,SES-000051136,USR-00002019,2025-09-12,2025-09-12 23:39:45.664730189,55.99,4.16,5.99,5.6,60.54,Credit Card,completed,treatment
ORD-00004195,SES-000051162,USR-00028055,2025-09-13,2025-09-13 01:00:19.272386732,214.99,15.96,0.0,21.5,209.45,Apple Pay,completed,treatment
ORD-00004196,SES-000051164,USR-00012916,2025-09-13,2025-09-13 01:10:42.694876803,298.48,22.16,0.0,29.85,290.79,PayPal,completed,treatment
ORD-00004197,SES-000051171,USR-00024831,2025-09-13,2025-09-13 01:51:56.712036748,303.98,22.57,0.0,30.4,296.15,Credit Card,completed,treatment
ORD-00004198,SES-000051176,USR-00025689,2025-09-13,2025-09-13 02:00:49.305963398,284.97,21.16,0.0,28.5,277.63,PayPal,completed,control
ORD-00004199,SES-000051183,USR-00027124,2025-09-13,2025-09-13 02:23:03.054919117,407.98,33.66,0.0,0.0,441.64,Credit Card,completed,control
ORD-00004200,SES-000051192,USR-00014816,2025-09-13,2025-09-13 02:59:55.470273286,342.97,28.3,0.0,0.0,371.27,Credit Card,completed,control
ORD-00004201,SES-000051194,USR-00027532,2025-09-13,2025-09-13 03:19:38.139801220,72.99,5.42,5.99,7.3,77.1,Credit Card,completed,treatment
ORD-00004202,SES-000051198,USR-00026384,2025-09-13,2025-09-13 03:19:10.145159729,100.99,7.5,0.0,10.1,98.39,Klarna,completed,control
ORD-00004203,SES-000051206,USR-00028895,2025-09-13,2025-09-13 03:52:01.811112742,121.99,9.06,0.0,12.2,118.85,PayPal,completed,treatment
ORD-00004204,SES-000051214,USR-00012096,2025-09-13,2025-09-13 04:21:21.556813873,317.97,26.23,0.0,0.0,344.2,Apple Pay,completed,treatment
ORD-00004205,SES-000051217,USR-00019549,2025-09-13,2025-09-13 04:42:26.435405292,89.98,6.68,0.0,9.0,87.66,Credit Card,completed,control
ORD-00004206,SES-000051223,USR-00018218,2025-09-13,2025-09-13 04:56:17.322529323,671.97,49.89,0.0,67.2,654.66,Credit Card,completed,control
ORD-00004207,SES-000051224,USR-00015526,2025-09-13,2025-09-13 04:56:59.526301398,94.49,7.02,0.0,9.45,92.06,Credit Card,completed,control
ORD-00004208,SES-000051236,USR-00010240,2025-09-13,2025-09-13 05:45:40.176511300,207.99,15.44,0.0,20.8,202.63,Credit Card,completed,treatment
ORD-00004209,SES-000051237,USR-00005147,2025-09-13,2025-09-13 05:48:12.179404237,570.48,47.06,0.0,0.0,617.54,Credit Card,completed,treatment
ORD-00004210,SES-000051239,USR-00020722,2025-09-13,2025-09-13 06:11:10.962478546,180.99,14.93,0.0,0.0,195.92,Credit Card,completed,treatment
ORD-00004211,SES-000051251,USR-00029832,2025-09-13,2025-09-13 07:19:33.155021732,36.99,3.05,5.99,0.0,46.03,Apple Pay,completed,treatment
ORD-00004212,SES-000051277,USR-00004166,2025-09-13,2025-09-13 09:13:18.790697182,191.98,15.84,0.0,0.0,207.82,Credit Card,completed,treatment
ORD-00004213,SES-000051282,USR-00011313,2025-09-13,2025-09-13 09:45:22.822709163,86.99,6.46,0.0,8.7,84.75,Apple Pay,completed,control
ORD-00004214,SES-000051288,USR-00005964,2025-09-13,2025-09-13 10:13:00.163650431,557.96,41.43,0.0,55.8,543.59,Klarna,completed,control
ORD-00004215,SES-000051299,USR-00021598,2025-09-13,2025-09-13 10:46:21.135225065,135.49,10.06,0.0,13.55,132.0,Credit Card,completed,control
ORD-00004216,SES-000051306,USR-00002790,2025-09-13,2025-09-13 10:59:01.346873887,46.49,3.84,5.99,0.0,56.32,Apple Pay,completed,control
ORD-00004217,SES-000051323,USR-00003344,2025-09-13,2025-09-13 12:32:53.811404169,49.99,3.71,5.99,5.0,54.69,Apple Pay,completed,control
ORD-00004218,SES-000051325,USR-00003547,2025-09-13,2025-09-13 12:36:14.786939214,25.99,1.93,5.99,2.6,31.31,Apple Pay,completed,treatment
ORD-00004219,SES-000051327,USR-00021938,2025-09-13,2025-09-13 13:02:43.643353968,146.49,12.09,0.0,0.0,158.58,Credit Card,completed,treatment
ORD-00004220,SES-000051328,USR-00007116,2025-09-13,2025-09-13 13:10:31.532251806,162.99,12.1,0.0,16.3,158.79,Klarna,completed,treatment
ORD-00004221,SES-000051330,USR-00013979,2025-09-13,2025-09-13 13:14:35.795995873,294.49,24.3,0.0,0.0,318.79,Credit Card,completed,control
ORD-00004222,SES-000051335,USR-00006596,2025-09-13,2025-09-13 13:34:39.664735506,86.99,6.46,0.0,8.7,84.75,Credit Card,completed,treatment
ORD-00004223,SES-000051346,USR-00005798,2025-09-13,2025-09-13 14:06:32.686434448,315.48,26.03,0.0,0.0,341.51,Credit Card,completed,control
ORD-00004224,SES-000051358,USR-00014814,2025-09-13,2025-09-13 14:31:06.679200884,105.99,8.74,0.0,0.0,114.73,PayPal,completed,control
ORD-00004225,SES-000051377,USR-00006549,2025-09-13,2025-09-13 15:56:47.160228310,752.97,62.12,0.0,0.0,815.09,Credit Card,completed,control
ORD-00004226,SES-000051382,USR-00017988,2025-09-13,2025-09-13 16:09:26.648738449,84.49,6.97,0.0,0.0,91.46,Apple Pay,completed,control
ORD-00004227,SES-000051383,USR-00003946,2025-09-13,2025-09-13 16:11:15.346252270,180.99,14.93,0.0,0.0,195.92,PayPal,completed,treatment
ORD-00004228,SES-000051390,USR-00002164,2025-09-13,2025-09-13 16:25:33.222018836,211.99,15.74,0.0,21.2,206.53,PayPal,completed,control
ORD-00004229,SES-000051394,USR-00005174,2025-09-13,2025-09-13 16:30:47.681145970,223.98,18.48,0.0,0.0,242.46,Credit Card,completed,treatment
ORD-00004230,SES-000051400,USR-00023311,2025-09-13,2025-09-13 17:12:02.896593437,24.99,2.06,5.99,0.0,33.04,Credit Card,completed,treatment
ORD-00004231,SES-000051403,USR-00016570,2025-09-13,2025-09-13 17:20:03.246466265,509.96,42.07,0.0,0.0,552.03,Credit Card,completed,control
ORD-00004232,SES-000051413,USR-00013831,2025-09-13,2025-09-13 17:51:54.940557709,107.49,8.87,0.0,0.0,116.36,PayPal,completed,treatment
ORD-00004233,SES-000051414,USR-00006617,2025-09-13,2025-09-13 18:00:26.986581390,551.98,40.98,0.0,55.2,537.76,Credit Card,completed,control
ORD-00004234,SES-000051423,USR-00027128,2025-09-13,2025-09-13 18:42:44.138725792,642.97,53.05,0.0,0.0,696.02,Apple Pay,completed,treatment
ORD-00004235,SES-000051429,USR-00009809,2025-09-13,2025-09-13 19:03:23.541205636,41.99,3.12,5.99,4.2,46.9,Credit Card,completed,control
ORD-00004236,SES-000051432,USR-00002626,2025-09-13,2025-09-13 19:18:07.406373039,205.99,15.29,0.0,20.6,200.68,Apple Pay,completed,treatment
ORD-00004237,SES-000051438,USR-00012888,2025-09-13,2025-09-13 19:44:36.431414812,484.46,35.97,0.0,48.45,471.98,PayPal,completed,control
ORD-00004238,SES-000051444,USR-00017665,2025-09-13,2025-09-13 20:01:33.756099146,90.98,6.76,0.0,9.1,88.64,PayPal,completed,treatment
ORD-00004239,SES-000051445,USR-00001811,2025-09-13,2025-09-13 20:03:22.091555857,324.97,24.13,0.0,32.5,316.6,PayPal,completed,treatment
ORD-00004240,SES-000051451,USR-00018530,2025-09-13,2025-09-13 20:48:07.234718839,374.49,27.81,0.0,37.45,364.85,Credit Card,completed,treatment
ORD-00004241,SES-000051466,USR-00015092,2025-09-13,2025-09-13 22:04:25.306908496,123.47,9.17,0.0,12.35,120.29,Klarna,completed,control
ORD-00004242,SES-000051467,USR-00018081,2025-09-13,2025-09-13 22:06:11.093446660,42.49,3.15,5.99,4.25,47.38,Klarna,completed,treatment
ORD-00004243,SES-000051469,USR-00019357,2025-09-13,2025-09-13 22:11:26.799002943,49.99,3.71,5.99,5.0,54.69,PayPal,completed,control
ORD-00004244,SES-000051485,USR-00003175,2025-09-13,2025-09-13 23:31:48.214124357,413.98,30.74,0.0,41.4,403.32,PayPal,completed,control
ORD-00004245,SES-000051490,USR-00008442,2025-09-13,2025-09-13 23:50:12.643085215,36.99,2.75,5.99,3.7,42.03,Credit Card,completed,treatment
ORD-00004246,SES-000051506,USR-00000838,2025-09-14,2025-09-14 00:57:57.753912784,74.99,5.57,5.99,7.5,79.05,Apple Pay,completed,control
ORD-00004247,SES-000051511,USR-00017234,2025-09-14,2025-09-14 01:05:33.533775485,27.99,2.08,5.99,2.8,33.26,Apple Pay,completed,control
ORD-00004248,SES-000051523,USR-00022742,2025-09-14,2025-09-14 01:51:33.635956449,50.99,3.79,5.99,5.1,55.67,Credit Card,completed,treatment
ORD-00004249,SES-000051547,USR-00027241,2025-09-14,2025-09-14 03:45:40.469256000,40.99,3.04,5.99,4.1,45.92,Apple Pay,completed,treatment
ORD-00004250,SES-000051557,USR-00006472,2025-09-14,2025-09-14 04:20:23.854842714,43.99,3.27,5.99,4.4,48.85,Credit Card,completed,control
ORD-00004251,SES-000051569,USR-00009819,2025-09-14,2025-09-14 04:52:58.746267684,180.99,13.44,0.0,18.1,176.33,Credit Card,completed,control
ORD-00004252,SES-000051583,USR-00027221,2025-09-14,2025-09-14 05:38:38.618610586,135.49,10.06,0.0,13.55,132.0,Klarna,completed,treatment
ORD-00004253,SES-000051603,USR-00004253,2025-09-14,2025-09-14 07:36:55.710241969,207.99,17.16,0.0,0.0,225.15,Credit Card,completed,treatment
ORD-00004254,SES-000051615,USR-00005512,2025-09-14,2025-09-14 08:36:45.602681218,43.99,3.63,5.99,0.0,53.61,Apple Pay,completed,treatment
ORD-00004255,SES-000051638,USR-00016112,2025-09-14,2025-09-14 09:44:00.668955024,140.99,10.47,0.0,14.1,137.36,PayPal,completed,treatment
ORD-00004256,SES-000051644,USR-00026501,2025-09-14,2025-09-14 10:06:20.434905597,149.98,12.37,0.0,0.0,162.35,Klarna,completed,control
ORD-00004257,SES-000051655,USR-00014483,2025-09-14,2025-09-14 11:19:25.470891948,291.47,21.64,0.0,29.15,283.96,Apple Pay,completed,treatment
ORD-00004258,SES-000051658,USR-00010898,2025-09-14,2025-09-14 11:30:37.057844267,121.99,9.06,0.0,12.2,118.85,Credit Card,completed,control
ORD-00004259,SES-000051659,USR-00002164,2025-09-14,2025-09-14 11:32:47.232867230,31.99,2.38,5.99,3.2,37.16,PayPal,completed,treatment
ORD-00004260,SES-000051661,USR-00021702,2025-09-14,2025-09-14 11:46:57.502324358,214.99,15.96,0.0,21.5,209.45,Klarna,completed,control
ORD-00004261,SES-000051663,USR-00021750,2025-09-14,2025-09-14 11:49:36.419243414,87.99,7.26,0.0,0.0,95.25,Apple Pay,completed,treatment
ORD-00004262,SES-000051675,USR-00016391,2025-09-14,2025-09-14 12:29:32.955606063,40.99,3.04,5.99,4.1,45.92,Apple Pay,completed,control
ORD-00004263,SES-000051677,USR-00024189,2025-09-14,2025-09-14 12:36:45.443437224,530.98,39.43,0.0,53.1,517.31,Credit Card,completed,treatment
ORD-00004264,SES-000051690,USR-00012084,2025-09-14,2025-09-14 13:27:22.333110706,401.46,29.81,0.0,40.15,391.12,Credit Card,completed,control
ORD-00004265,SES-000051737,USR-00024428,2025-09-14,2025-09-14 16:01:55.976066194,180.99,13.44,0.0,18.1,176.33,Apple Pay,completed,control
ORD-00004266,SES-000051744,USR-00019636,2025-09-14,2025-09-14 16:35:44.423013133,343.48,25.5,0.0,34.35,334.63,Credit Card,completed,treatment
ORD-00004267,SES-000051755,USR-00018928,2025-09-14,2025-09-14 17:11:23.859453343,65.48,4.86,5.99,6.55,69.78,Apple Pay,completed,control
ORD-00004268,SES-000051777,USR-00026599,2025-09-14,2025-09-14 18:45:46.889560124,16.99,1.26,5.99,1.7,22.54,Apple Pay,completed,treatment
ORD-00004269,SES-000051779,USR-00022931,2025-09-14,2025-09-14 18:49:20.468633793,183.98,13.66,0.0,18.4,179.24,PayPal,completed,control
ORD-00004270,SES-000051780,USR-00018842,2025-09-14,2025-09-14 18:51:07.234496810,16.99,1.26,5.99,1.7,22.54,Apple Pay,completed,control
ORD-00004271,SES-000051781,USR-00001434,2025-09-14,2025-09-14 18:55:42.229381914,54.99,4.54,5.99,0.0,65.52,Credit Card,completed,treatment
ORD-00004272,SES-000051785,USR-00003944,2025-09-14,2025-09-14 19:19:40.008564827,24.99,1.86,5.99,2.5,30.34,PayPal,completed,treatment
ORD-00004273,SES-000051791,USR-00021038,2025-09-14,2025-09-14 19:38:56.180671745,320.98,26.48,0.0,0.0,347.46,Apple Pay,completed,treatment
ORD-00004274,SES-000051805,USR-00002905,2025-09-14,2025-09-14 20:36:34.082658045,83.49,6.54,0.0,4.17,85.86,Apple Pay,completed,control
ORD-00004275,SES-000051816,USR-00005556,2025-09-14,2025-09-14 21:32:03.325676587,107.49,8.87,0.0,0.0,116.36,Credit Card,completed,treatment
ORD-00004276,SES-000051822,USR-00027890,2025-09-14,2025-09-14 22:06:57.741256117,382.98,28.44,0.0,38.3,373.12,Credit Card,completed,treatment
ORD-00004277,SES-000051831,USR-00017878,2025-09-14,2025-09-14 22:47:08.304981658,410.96,30.51,0.0,41.1,400.37,Credit Card,completed,control
ORD-00004278,SES-000051836,USR-00028621,2025-09-14,2025-09-14 23:18:37.748202482,152.48,12.58,0.0,0.0,165.06,Credit Card,completed,control
ORD-00004279,SES-000051846,USR-00012987,2025-09-15,2025-09-15 00:09:01.338245969,245.99,18.26,0.0,24.6,239.65,Apple Pay,completed,treatment
ORD-00004280,SES-000051851,USR-00004157,2025-09-15,2025-09-15 00:33:15.335889448,339.99,28.05,0.0,0.0,368.04,PayPal,completed,treatment
ORD-00004281,SES-000051854,USR-00011223,2025-09-15,2025-09-15 00:46:26.909079257,50.99,4.21,5.99,0.0,61.19,Apple Pay,completed,control
ORD-00004282,SES-000051856,USR-00011915,2025-09-15,2025-09-15 00:51:21.394777991,107.49,7.98,0.0,10.75,104.72,PayPal,completed,control
ORD-00004283,SES-000051858,USR-00002735,2025-09-15,2025-09-15 00:58:03.173089375,31.99,2.38,5.99,3.2,37.16,Credit Card,completed,treatment
ORD-00004284,SES-000051864,USR-00001483,2025-09-15,2025-09-15 01:23:29.477411834,679.98,50.49,0.0,68.0,662.47,Apple Pay,completed,treatment
ORD-00004285,SES-000051875,USR-00012596,2025-09-15,2025-09-15 02:10:09.757063601,40.99,3.04,5.99,4.1,45.92,Credit Card,completed,control
ORD-00004286,SES-000051881,USR-00024898,2025-09-15,2025-09-15 02:34:55.377623005,73.99,6.1,5.99,0.0,86.08,PayPal,completed,treatment
ORD-00004287,SES-000051896,USR-00010805,2025-09-15,2025-09-15 03:08:34.100925589,245.99,18.26,0.0,24.6,239.65,PayPal,completed,treatment
ORD-00004288,SES-000051909,USR-00029618,2025-09-15,2025-09-15 04:08:49.225383157,190.48,15.71,0.0,0.0,206.19,Apple Pay,completed,control
ORD-00004289,SES-000051913,USR-00024245,2025-09-15,2025-09-15 04:19:19.554826723,45.98,3.41,5.99,4.6,50.78,Credit Card,completed,treatment
ORD-00004290,SES-000051938,USR-00028053,2025-09-15,2025-09-15 06:26:45.432022502,205.97,15.29,0.0,20.6,200.66,PayPal,completed,control
ORD-00004291,SES-000051940,USR-00024582,2025-09-15,2025-09-15 06:31:59.141515615,741.96,61.21,0.0,0.0,803.17,Klarna,completed,treatment
ORD-00004292,SES-000051945,USR-00006058,2025-09-15,2025-09-15 06:44:53.252869411,339.99,25.24,0.0,34.0,331.23,Credit Card,completed,control
ORD-00004293,SES-000051946,USR-00029241,2025-09-15,2025-09-15 06:45:43.412849202,179.99,13.36,0.0,18.0,175.35,PayPal,completed,treatment
ORD-00004294,SES-000051976,USR-00028425,2025-09-15,2025-09-15 08:39:51.585659344,77.49,5.75,0.0,7.75,75.49,Apple Pay,completed,control
ORD-00004295,SES-000051982,USR-00020729,2025-09-15,2025-09-15 09:10:45.840793697,415.98,30.89,0.0,41.6,405.27,Credit Card,completed,treatment
ORD-00004296,SES-000051984,USR-00017522,2025-09-15,2025-09-15 09:11:49.857505590,113.49,8.9,0.0,5.67,116.72,PayPal,completed,control
ORD-00004297,SES-000051985,USR-00020279,2025-09-15,2025-09-15 09:23:40.269273258,86.99,6.46,0.0,8.7,84.75,Apple Pay,completed,treatment
ORD-00004298,SES-000051987,USR-00012980,2025-09-15,2025-09-15 09:27:11.031079703,24.99,2.06,5.99,0.0,33.04,Apple Pay,completed,control
ORD-00004299,SES-000051992,USR-00017590,2025-09-15,2025-09-15 09:53:50.279955237,660.96,49.08,0.0,66.1,643.94,Apple Pay,completed,control
ORD-00004300,SES-000052001,USR-00005333,2025-09-15,2025-09-15 10:31:00.271735563,31.99,2.38,5.99,3.2,37.16,Credit Card,completed,treatment
ORD-00004301,SES-000052004,USR-00028219,2025-09-15,2025-09-15 10:46:15.836492903,216.48,16.07,0.0,21.65,210.9,Klarna,completed,control
ORD-00004302,SES-000052024,USR-00021347,2025-09-15,2025-09-15 11:30:35.400074201,113.49,9.36,0.0,0.0,122.85,Credit Card,completed,control
ORD-00004303,SES-000052029,USR-00021460,2025-09-15,2025-09-15 11:54:17.751928376,287.47,21.34,0.0,28.75,280.06,Credit Card,completed,control
ORD-00004304,SES-000052033,USR-00026084,2025-09-15,2025-09-15 12:08:29.080937645,409.98,33.82,0.0,0.0,443.8,Apple Pay,completed,treatment
ORD-00004305,SES-000052038,USR-00016281,2025-09-15,2025-09-15 12:18:56.085781424,36.99,3.05,5.99,0.0,46.03,Apple Pay,completed,treatment
ORD-00004306,SES-000052046,USR-00011294,2025-09-15,2025-09-15 12:49:23.346412166,214.99,15.96,0.0,21.5,209.45,Credit Card,completed,control
ORD-00004307,SES-000052049,USR-00003716,2025-09-15,2025-09-15 13:11:22.206832017,162.99,12.1,0.0,16.3,158.79,Credit Card,completed,control
ORD-00004308,SES-000052063,USR-00017889,2025-09-15,2025-09-15 14:24:50.173455106,496.95,41.0,0.0,0.0,537.95,Credit Card,completed,control
ORD-00004309,SES-000052081,USR-00029290,2025-09-15,2025-09-15 15:56:42.039294016,670.95,55.35,0.0,0.0,726.3,Apple Pay,completed,control
ORD-00004310,SES-000052087,USR-00020209,2025-09-15,2025-09-15 16:24:13.317040067,199.99,16.5,0.0,0.0,216.49,PayPal,completed,control
ORD-00004311,SES-000052095,USR-00019163,2025-09-15,2025-09-15 17:31:38.081712689,99.98,8.25,0.0,0.0,108.23,Credit Card,completed,control
ORD-00004312,SES-000052097,USR-00027221,2025-09-15,2025-09-15 17:44:57.021872946,41.99,3.12,5.99,4.2,46.9,Apple Pay,completed,control
ORD-00004313,SES-000052115,USR-00000208,2025-09-15,2025-09-15 19:04:48.405305660,135.49,10.06,0.0,13.55,132.0,Credit Card,completed,control
ORD-00004314,SES-000052116,USR-00015904,2025-09-15,2025-09-15 19:06:02.539041710,49.99,3.71,5.99,5.0,54.69,Credit Card,completed,treatment
ORD-00004315,SES-000052134,USR-00002380,2025-09-15,2025-09-15 20:29:27.610481030,94.99,7.05,0.0,9.5,92.54,PayPal,completed,control
ORD-00004316,SES-000052135,USR-00022426,2025-09-15,2025-09-15 20:36:36.470207998,208.48,15.48,0.0,20.85,203.11,PayPal,completed,control
ORD-00004317,SES-000052188,USR-00014617,2025-09-16,2025-09-16 00:05:28.313614073,31.99,2.38,5.99,3.2,37.16,Credit Card,completed,treatment
ORD-00004318,SES-000052192,USR-00002590,2025-09-16,2025-09-16 00:30:25.042320936,105.99,7.87,0.0,10.6,103.26,PayPal,completed,control
ORD-00004319,SES-000052201,USR-00024682,2025-09-16,2025-09-16 01:14:18.588674238,344.98,25.61,0.0,34.5,336.09,Apple Pay,completed,treatment
ORD-00004320,SES-000052205,USR-00003731,2025-09-16,2025-09-16 01:21:04.309455118,214.99,15.96,0.0,21.5,209.45,Credit Card,completed,control
ORD-00004321,SES-000052213,USR-00019746,2025-09-16,2025-09-16 02:05:13.293839164,47.99,3.76,5.99,2.4,55.34,PayPal,completed,treatment
ORD-00004322,SES-000052216,USR-00004677,2025-09-16,2025-09-16 02:18:48.711264614,700.98,57.83,0.0,0.0,758.81,Credit Card,completed,control
ORD-00004323,SES-000052243,USR-00001689,2025-09-16,2025-09-16 04:17:17.873581815,229.98,17.08,0.0,23.0,224.06,PayPal,completed,treatment
ORD-00004324,SES-000052250,USR-00000618,2025-09-16,2025-09-16 04:48:01.022867133,73.99,6.1,5.99,0.0,86.08,Apple Pay,completed,control
ORD-00004325,SES-000052251,USR-00027254,2025-09-16,2025-09-16 04:51:21.037409517,122.98,10.15,0.0,0.0,133.13,Credit Card,completed,treatment
ORD-00004326,SES-000052288,USR-00027744,2025-09-16,2025-09-16 07:22:12.144683100,41.99,3.12,5.99,4.2,46.9,Credit Card,completed,control
ORD-00004327,SES-000052291,USR-00009602,2025-09-16,2025-09-16 07:25:27.173360137,411.98,33.99,0.0,0.0,445.97,Credit Card,completed,control
ORD-00004328,SES-000052302,USR-00006191,2025-09-16,2025-09-16 08:05:22.289169523,199.49,14.81,0.0,19.95,194.35,Apple Pay,completed,treatment
ORD-00004329,SES-000052313,USR-00024354,2025-09-16,2025-09-16 09:06:34.480317502,205.98,16.99,0.0,0.0,222.97,Credit Card,completed,treatment
ORD-00004330,SES-000052314,USR-00006596,2025-09-16,2025-09-16 09:08:58.959334580,214.99,15.96,0.0,21.5,209.45,Credit Card,completed,control
ORD-00004331,SES-000052324,USR-00005313,2025-09-16,2025-09-16 09:40:26.904140028,74.99,6.19,5.99,0.0,87.17,PayPal,completed,treatment
ORD-00004332,SES-000052328,USR-00003033,2025-09-16,2025-09-16 09:49:30.956314660,22.99,1.71,5.99,2.3,28.39,Apple Pay,completed,treatment
ORD-00004333,SES-000052340,USR-00021603,2025-09-16,2025-09-16 10:46:58.424244363,458.97,34.08,0.0,45.9,447.15,PayPal,completed,control
ORD-00004334,SES-000052345,USR-00029211,2025-09-16,2025-09-16 11:12:45.555025864,806.95,66.57,0.0,0.0,873.52,PayPal,completed,control
ORD-00004335,SES-000052348,USR-00017591,2025-09-16,2025-09-16 11:21:55.986430321,204.99,15.22,0.0,20.5,199.71,PayPal,completed,control
ORD-00004336,SES-000052350,USR-00019203,2025-09-16,2025-09-16 11:25:18.696962602,84.49,6.27,0.0,8.45,82.31,Credit Card,completed,treatment
ORD-00004337,SES-000052352,USR-00006168,2025-09-16,2025-09-16 11:35:06.909693990,51.99,4.29,5.99,0.0,62.27,Credit Card,completed,control
ORD-00004338,SES-000052355,USR-00004359,2025-09-16,2025-09-16 11:48:28.837333531,232.99,18.26,0.0,11.65,239.6,Apple Pay,completed,control
ORD-00004339,SES-000052360,USR-00024677,2025-09-16,2025-09-16 11:59:54.830582244,339.99,25.24,0.0,34.0,331.23,Credit Card,completed,treatment
ORD-00004340,SES-000052364,USR-00026515,2025-09-16,2025-09-16 12:12:41.577748647,25.99,1.93,5.99,2.6,31.31,Apple Pay,completed,control
ORD-00004341,SES-000052378,USR-00000425,2025-09-16,2025-09-16 13:28:57.544763764,289.96,21.53,0.0,29.0,282.49,Credit Card,completed,treatment
ORD-00004342,SES-000052385,USR-00007932,2025-09-16,2025-09-16 13:47:59.757688404,253.47,20.91,0.0,0.0,274.38,PayPal,completed,control
ORD-00004343,SES-000052399,USR-00009366,2025-09-16,2025-09-16 14:42:20.858183275,766.47,63.23,0.0,0.0,829.7,Apple Pay,completed,treatment
ORD-00004344,SES-000052431,USR-00023659,2025-09-16,2025-09-16 16:51:50.682254341,245.99,18.26,0.0,24.6,239.65,Credit Card,completed,treatment
ORD-00004345,SES-000052434,USR-00003944,2025-09-16,2025-09-16 17:04:47.545083554,204.99,15.22,0.0,20.5,199.71,Credit Card,completed,control
ORD-00004346,SES-000052438,USR-00027100,2025-09-16,2025-09-16 17:15:35.594186191,350.98,28.96,0.0,0.0,379.94,Credit Card,completed,control
ORD-00004347,SES-000052479,USR-00002366,2025-09-16,2025-09-16 20:09:11.303789677,227.99,16.93,0.0,22.8,222.12,Credit Card,completed,control
ORD-00004348,SES-000052490,USR-00021405,2025-09-16,2025-09-16 20:56:07.386493209,105.99,7.87,0.0,10.6,103.26,Credit Card,completed,control
ORD-00004349,SES-000052499,USR-00010356,2025-09-16,2025-09-16 21:22:53.734696868,121.99,9.06,0.0,12.2,118.85,Apple Pay,completed,control
ORD-00004350,SES-000052522,USR-00018327,2025-09-16,2025-09-16 23:12:44.863710095,221.98,16.48,0.0,22.2,216.26,Credit Card,completed,control
ORD-00004351,SES-000052531,USR-00012546,2025-09-16,2025-09-16 23:47:49.289385134,214.99,17.74,0.0,0.0,232.73,PayPal,completed,control
ORD-00004352,SES-000052535,USR-00027447,2025-09-16,2025-09-16 23:56:22.018141325,25.99,1.93,5.99,2.6,31.31,Apple Pay,completed,control
ORD-00004353,SES-000052539,USR-00018713,2025-09-17,2025-09-17 00:21:58.672303089,296.98,24.5,0.0,0.0,321.48,PayPal,completed,control
ORD-00004354,SES-000052541,USR-00006921,2025-09-17,2025-09-17 00:32:00.534710558,115.99,8.61,0.0,11.6,113.0,Credit Card,completed,control
ORD-00004355,SES-000052542,USR-00015029,2025-09-17,2025-09-17 00:38:35.594539832,273.98,22.6,0.0,0.0,296.58,Apple Pay,completed,treatment
ORD-00004356,SES-000052548,USR-00027476,2025-09-17,2025-09-17 01:21:04.351840361,320.99,23.83,0.0,32.1,312.72,PayPal,completed,treatment
ORD-00004357,SES-000052570,USR-00002337,2025-09-17,2025-09-17 02:33:15.373185925,404.98,30.07,0.0,40.5,394.55,Apple Pay,completed,control
