session_id,user_id,session_start,session_end,session_date,session_duration_seconds,device_type,traffic_source,country,customer_segment,ab_variant,is_returning_user,has_landing_page,has_product_view,has_add_to_cart,has_checkout_started,has_payment_started,has_purchase,reached_landing_page,reached_product_view,reached_add_to_cart,reached_checkout_started,reached_payment_started,reached_purchase,furthest_step_reached,funnel_stage_order,funnel_stage_reached,total_events_count,order_id,order_revenue,is_converting_session
SES-000075269,USR-00008577,2025-11-09 05:20:24,2025-11-09 05:20:47.191724,2025-11-09,23,Mobile,Email,US,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000075323,USR-00003383,2025-11-09 07:37:22,2025-11-09 07:38:12.900026,2025-11-09,50,Tablet,Paid Search,US,Regular,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000075333,USR-00029613,2025-11-09 08:06:25,2025-11-09 08:06:38.344998,2025-11-09,13,Mobile,Paid Search,CA,VIP,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000075345,USR-00022855,2025-11-09 08:52:18,2025-11-09 08:52:37.108972,2025-11-09,19,Mobile,Email,UK,Regular,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000075420,USR-00025345,2025-11-09 12:28:40,2025-11-09 12:29:04.252243,2025-11-09,24,Mobile,Direct,US,Regular,control,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000075463,USR-00020365,2025-11-09 14:37:19,2025-11-09 14:37:45.496162,2025-11-09,26,Desktop,Organic Search,US,VIP,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000075482,USR-00000975,2025-11-09 15:22:20,2025-11-09 15:23:12.98725,2025-11-09,52,Mobile,Referral,US,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000075557,USR-00005314,2025-11-09 18:44:29,2025-11-09 18:47:42.171136,2025-11-09,193,Desktop,Direct,US,VIP,control,true,true,true,true,true,false,false,1,1,1,1,0,0,4,4,4_checkout_started,4,,0.000,0
SES-000075598,USR-00019927,2025-11-09 20:15:37,2025-11-09 20:15:43.579382,2025-11-09,6,Desktop,Email,FR,VIP,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000075600,USR-00025577,2025-11-09 20:19:22,2025-11-09 20:19:35.329276,2025-11-09,13,Mobile,Paid Search,US,VIP,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000075727,USR-00005034,2025-11-10 02:14:40,2025-11-10 02:15:15.948894,2025-11-10,35,Desktop,Organic Search,FR,VIP,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000075731,USR-00016986,2025-11-10 02:25:52,2025-11-10 02:26:40.71791,2025-11-10,48,Desktop,Paid Search,US,VIP,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000075757,USR-00012032,2025-11-10 03:49:26,2025-11-10 03:50:24.359858,2025-11-10,58,Mobile,Email,CA,Regular,control,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000075855,USR-00003026,2025-11-10 07:42:35,2025-11-10 07:44:08.469819,2025-11-10,93,Desktop,Organic Search,US,Regular,control,true,true,true,true,true,true,false,1,1,1,1,1,0,5,5,5_payment_started,5,,0.000,0
SES-000075857,USR-00021113,2025-11-10 07:47:32,2025-11-10 07:47:40.03559,2025-11-10,8,Mobile,Social,FR,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000075903,USR-00013356,2025-11-10 09:57:14,2025-11-10 09:58:08.343177,2025-11-10,54,Desktop,Email,US,VIP,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000075993,USR-00024372,2025-11-10 13:17:04,2025-11-10 13:17:09.019285,2025-11-10,5,Mobile,Direct,US,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000076011,USR-00017710,2025-11-10 14:27:17,2025-11-10 14:29:25.489085,2025-11-10,128,Mobile,Paid Search,US,Regular,treatment,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000076128,USR-00000816,2025-11-10 19:07:34,2025-11-10 19:07:51.657716,2025-11-10,17,Mobile,Direct,CA,Regular,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000076161,USR-00007830,2025-11-10 20:15:54,2025-11-10 20:16:14.543909,2025-11-10,20,Mobile,Direct,UK,VIP,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000076198,USR-00000205,2025-11-10 22:09:07,2025-11-10 22:09:22.08085,2025-11-10,15,Desktop,Paid Search,AU,Regular,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000076224,USR-00013747,2025-11-10 23:16:17,2025-11-10 23:16:29.118698,2025-11-10,12,Mobile,Organic Search,DE,Bargain,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000076256,USR-00004530,2025-11-11 00:33:10,2025-11-11 00:35:01.235956,2025-11-11,111,Desktop,Paid Search,US,Regular,control,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000076259,USR-00007038,2025-11-11 00:38:12,2025-11-11 00:39:35.942699,2025-11-11,83,Mobile,Direct,US,Regular,control,true,true,true,true,true,false,false,1,1,1,1,0,0,4,4,4_checkout_started,4,,0.000,0
SES-000076307,USR-00028671,2025-11-11 03:11:23,2025-11-11 03:11:39.915691,2025-11-11,16,Mobile,Email,AU,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000076311,USR-00023584,2025-11-11 03:29:12,2025-11-11 03:29:42.583317,2025-11-11,30,Mobile,Email,UK,Bargain,control,false,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000076326,USR-00004002,2025-11-11 04:11:45,2025-11-11 04:12:16.463211,2025-11-11,31,Mobile,Email,CA,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000076371,USR-00003758,2025-11-11 06:05:59,2025-11-11 06:07:20.434175,2025-11-11,81,Mobile,Organic Search,CA,Regular,treatment,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000076395,USR-00001422,2025-11-11 07:17:47,2025-11-11 07:18:35.183645,2025-11-11,48,Desktop,Direct,UK,VIP,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000076450,USR-00019610,2025-11-11 10:07:38,2025-11-11 10:08:18.454567,2025-11-11,40,Mobile,Direct,DE,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000076472,USR-00006990,2025-11-11 11:06:46,2025-11-11 11:07:46.696779,2025-11-11,60,Desktop,Referral,DE,Regular,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000076575,USR-00012917,2025-11-11 15:39:14,2025-11-11 15:40:08.971495,2025-11-11,54,Mobile,Organic Search,UK,Bargain,control,false,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000076631,USR-00028756,2025-11-11 18:01:11,2025-11-11 18:03:01.874481,2025-11-11,110,Desktop,Organic Search,CA,VIP,control,true,true,true,true,true,true,false,1,1,1,1,1,0,5,5,5_payment_started,5,,0.000,0
SES-000076675,USR-00021369,2025-11-11 19:50:37,2025-11-11 19:52:01.480502,2025-11-11,84,Mobile,Email,CA,Bargain,treatment,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000076701,USR-00000333,2025-11-11 20:44:06,2025-11-11 20:44:45.331803,2025-11-11,39,Mobile,Direct,UK,VIP,control,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000076708,USR-00009991,2025-11-11 21:02:27,2025-11-11 21:04:06.520515,2025-11-11,99,Tablet,Direct,US,VIP,control,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000076735,USR-00015656,2025-11-11 22:05:01,2025-11-11 22:05:12.031026,2025-11-11,11,Mobile,Paid Search,US,Regular,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000076746,USR-00014770,2025-11-11 22:38:17,2025-11-11 22:38:26.99835,2025-11-11,9,Tablet,Email,FR,VIP,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000076827,USR-00010764,2025-11-12 01:54:52,2025-11-12 01:55:08.142277,2025-11-12,16,Mobile,Paid Search,US,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000076864,USR-00019827,2025-11-12 03:56:15,2025-11-12 03:56:26.650083,2025-11-12,11,Mobile,Organic Search,AU,VIP,control,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000076937,USR-00016317,2025-11-12 07:54:26,2025-11-12 07:55:30.956619,2025-11-12,64,Mobile,Direct,CA,Regular,control,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000076942,USR-00007410,2025-11-12 08:02:38,2025-11-12 08:03:07.17391,2025-11-12,29,Mobile,Direct,US,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000076978,USR-00000748,2025-11-12 09:46:47,2025-11-12 09:46:52.93457,2025-11-12,5,Mobile,Social,DE,Bargain,control,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000077018,USR-00009762,2025-11-12 11:33:32,2025-11-12 11:33:39.340115,2025-11-12,7,Mobile,Social,UK,VIP,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000077053,USR-00005120,2025-11-12 12:49:13,2025-11-12 12:49:57.928126,2025-11-12,44,Mobile,Direct,UK,Regular,treatment,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000077061,USR-00021702,2025-11-12 13:25:57,2025-11-12 13:27:37.828105,2025-11-12,100,Mobile,Organic Search,US,VIP,control,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000077065,USR-00010807,2025-11-12 13:45:31,2025-11-12 13:46:37.318799,2025-11-12,66,Tablet,Direct,UK,VIP,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000077096,USR-00003411,2025-11-12 15:35:23,2025-11-12 15:35:46.926985,2025-11-12,23,Tablet,Organic Search,US,Regular,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000077158,USR-00004250,2025-11-12 18:12:59,2025-11-12 18:13:48.738618,2025-11-12,49,Mobile,Social,CA,VIP,control,false,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000077182,USR-00022888,2025-11-12 19:14:33,2025-11-12 19:15:06.516709,2025-11-12,33,Mobile,Direct,US,VIP,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000077274,USR-00001056,2025-11-12 23:25:37,2025-11-12 23:25:51.038022,2025-11-12,14,Tablet,Organic Search,US,Bargain,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000077301,USR-00007157,2025-11-13 00:46:30,2025-11-13 00:47:27.678414,2025-11-13,57,Mobile,Paid Search,US,VIP,treatment,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000077308,USR-00003317,2025-11-13 01:06:55,2025-11-13 01:07:21.277949,2025-11-13,26,Desktop,Direct,UK,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000077313,USR-00026554,2025-11-13 01:14:25,2025-11-13 01:14:42.704814,2025-11-13,17,Mobile,Direct,UK,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000077316,USR-00010059,2025-11-13 01:16:38,2025-11-13 01:18:19.26046,2025-11-13,101,Mobile,Social,US,Regular,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000077362,USR-00003515,2025-11-13 02:54:02,2025-11-13 02:54:19.062291,2025-11-13,17,Mobile,Paid Search,UK,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000077372,USR-00007056,2025-11-13 03:20:54,2025-11-13 03:21:16.879726,2025-11-13,22,Desktop,Paid Search,FR,VIP,treatment,false,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000077424,USR-00018173,2025-11-13 05:48:36,2025-11-13 05:48:58.418559,2025-11-13,22,Mobile,Paid Search,UK,Bargain,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000077437,USR-00009705,2025-11-13 06:24:33,2025-11-13 06:25:14.330214,2025-11-13,41,Tablet,Email,US,VIP,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000077475,USR-00021868,2025-11-13 08:05:37,2025-11-13 08:06:28.238869,2025-11-13,51,Desktop,Direct,UK,Regular,treatment,false,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000077479,USR-00026520,2025-11-13 08:36:13,2025-11-13 08:36:41.947133,2025-11-13,28,Desktop,Direct,US,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000077495,USR-00009555,2025-11-13 09:26:07,2025-11-13 09:27:27.848538,2025-11-13,80,Tablet,Email,US,Regular,treatment,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000077600,USR-00016722,2025-11-13 13:30:00,2025-11-13 13:30:33.640431,2025-11-13,33,Mobile,Email,US,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000077614,USR-00005942,2025-11-13 14:07:47,2025-11-13 14:09:39.989995,2025-11-13,112,Mobile,Email,US,VIP,treatment,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000077668,USR-00027473,2025-11-13 17:01:40,2025-11-13 17:02:25.028245,2025-11-13,45,Mobile,Organic Search,CA,VIP,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000077685,USR-00021178,2025-11-13 17:46:20,2025-11-13 17:47:02.540299,2025-11-13,42,Mobile,Direct,UK,VIP,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000077763,USR-00028856,2025-11-13 20:45:42,2025-11-13 20:45:51.950792,2025-11-13,9,Mobile,Organic Search,US,Bargain,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000077840,USR-00023173,2025-11-14 00:15:37,2025-11-14 00:16:31.743467,2025-11-14,54,Desktop,Direct,US,Regular,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000077876,USR-00007933,2025-11-14 02:10:55,2025-11-14 02:12:57.470731,2025-11-14,122,Mobile,Direct,US,VIP,control,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000077879,USR-00025858,2025-11-14 02:20:28,2025-11-14 02:21:19.025887,2025-11-14,51,Mobile,Direct,US,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000077882,USR-00015526,2025-11-14 02:33:21,2025-11-14 02:33:47.317866,2025-11-14,26,Mobile,Organic Search,US,VIP,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000077905,USR-00009800,2025-11-14 03:40:17,2025-11-14 03:40:24.508781,2025-11-14,7,Desktop,Social,US,Regular,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000077970,USR-00013604,2025-11-14 06:20:56,2025-11-14 06:21:42.99141,2025-11-14,46,Mobile,Referral,UK,VIP,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000078018,USR-00020249,2025-11-14 08:22:33,2025-11-14 08:23:02.112894,2025-11-14,29,Mobile,Paid Search,US,Regular,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000078030,USR-00003554,2025-11-14 09:01:54,2025-11-14 09:02:34.995655,2025-11-14,40,Mobile,Email,US,Regular,treatment,false,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000078146,USR-00009936,2025-11-14 13:42:56,2025-11-14 13:43:34.10969,2025-11-14,38,Mobile,Direct,CA,Bargain,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000078163,USR-00015072,2025-11-14 14:54:24,2025-11-14 14:54:46.221132,2025-11-14,22,Mobile,Email,CA,Bargain,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000078166,USR-00023491,2025-11-14 15:02:49,2025-11-14 15:03:13.161812,2025-11-14,24,Mobile,Email,CA,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000078195,USR-00006182,2025-11-14 16:21:55,2025-11-14 16:23:47.890629,2025-11-14,112,Mobile,Email,US,Regular,treatment,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000078229,USR-00018337,2025-11-14 17:34:36,2025-11-14 17:35:44.207018,2025-11-14,68,Mobile,Paid Search,US,VIP,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000078247,USR-00026644,2025-11-14 18:10:26,2025-11-14 18:11:40.641106,2025-11-14,74,Mobile,Organic Search,UK,Regular,control,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000078256,USR-00024679,2025-11-14 18:56:07,2025-11-14 18:56:38.965537,2025-11-14,31,Mobile,Email,US,Regular,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000078336,USR-00013156,2025-11-14 21:47:42,2025-11-14 21:48:31.071207,2025-11-14,49,Desktop,Referral,UK,Regular,treatment,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000078382,USR-00008237,2025-11-14 23:30:13,2025-11-14 23:30:39.936543,2025-11-14,26,Desktop,Direct,UK,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000078435,USR-00001164,2025-11-15 02:17:21,2025-11-15 02:18:02.348807,2025-11-15,41,Mobile,Direct,US,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000078531,USR-00007643,2025-11-15 06:16:11,2025-11-15 06:16:40.200472,2025-11-15,29,Mobile,Direct,US,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000078562,USR-00012776,2025-11-15 07:34:01,2025-11-15 07:36:06.861811,2025-11-15,125,Tablet,Email,UK,Regular,control,true,true,true,true,true,true,false,1,1,1,1,1,0,5,5,5_payment_started,5,,0.000,0
SES-000078645,USR-00024735,2025-11-15 11:42:29,2025-11-15 11:44:02.71826,2025-11-15,93,Mobile,Paid Search,UK,VIP,treatment,false,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000078652,USR-00010173,2025-11-15 11:58:37,2025-11-15 11:58:58.023765,2025-11-15,21,Tablet,Email,US,Regular,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000078684,USR-00006478,2025-11-15 13:25:38,2025-11-15 13:26:33.987446,2025-11-15,55,Desktop,Email,US,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000078723,USR-00025085,2025-11-15 14:52:45,2025-11-15 14:54:33.817338,2025-11-15,108,Desktop,Social,UK,Regular,treatment,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000078800,USR-00021759,2025-11-15 17:51:22,2025-11-15 17:52:26.18397,2025-11-15,64,Desktop,Direct,CA,Regular,treatment,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000078812,USR-00019011,2025-11-15 18:40:08,2025-11-15 18:40:28.701049,2025-11-15,20,Mobile,Direct,US,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000078833,USR-00002065,2025-11-15 19:45:05,2025-11-15 19:45:55.213458,2025-11-15,50,Mobile,Organic Search,US,Regular,treatment,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000078926,USR-00021167,2025-11-16 00:04:54,2025-11-16 00:06:09.995497,2025-11-16,75,Mobile,Direct,US,Bargain,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000078970,USR-00008660,2025-11-16 02:07:28,2025-11-16 02:07:51.73753,2025-11-16,23,Mobile,Email,US,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000078988,USR-00007262,2025-11-16 03:07:53,2025-11-16 03:08:05.130255,2025-11-16,12,Mobile,Social,US,Regular,control,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000079015,USR-00008520,2025-11-16 04:24:29,2025-11-16 04:25:21.967363,2025-11-16,52,Mobile,Organic Search,US,VIP,control,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000079064,USR-00026124,2025-11-16 06:29:36,2025-11-16 06:32:06.495891,2025-11-16,150,Mobile,Direct,CA,Regular,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000079067,USR-00019523,2025-11-16 06:44:39,2025-11-16 06:47:27.140494,2025-11-16,168,Desktop,Organic Search,US,VIP,treatment,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000079070,USR-00022507,2025-11-16 06:49:16,2025-11-16 06:50:05.583368,2025-11-16,49,Desktop,Direct,CA,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000079077,USR-00004596,2025-11-16 07:02:00,2025-11-16 07:03:26.852164,2025-11-16,86,Desktop,Email,US,VIP,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000079125,USR-00009141,2025-11-16 09:01:03,2025-11-16 09:01:39.085729,2025-11-16,36,Desktop,Direct,FR,VIP,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000079238,USR-00002497,2025-11-16 14:05:09,2025-11-16 14:05:32.135914,2025-11-16,23,Desktop,Direct,CA,Bargain,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000079335,USR-00024581,2025-11-16 17:58:27,2025-11-16 17:58:59.840995,2025-11-16,32,Mobile,Social,CA,Regular,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000079358,USR-00001597,2025-11-16 19:01:13,2025-11-16 19:02:38.857566,2025-11-16,85,Tablet,Organic Search,US,Regular,control,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000079371,USR-00000379,2025-11-16 19:26:13,2025-11-16 19:27:03.572611,2025-11-16,50,Desktop,Email,US,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000079418,USR-00018217,2025-11-16 21:09:44,2025-11-16 21:10:28.222041,2025-11-16,44,Tablet,Direct,CA,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000079461,USR-00022107,2025-11-16 22:54:47,2025-11-16 22:56:45.010946,2025-11-16,118,Desktop,Organic Search,US,VIP,control,true,true,true,true,true,false,false,1,1,1,1,0,0,4,4,4_checkout_started,4,,0.000,0
SES-000079496,USR-00002319,2025-11-17 00:45:38,2025-11-17 00:45:46.003548,2025-11-17,8,Mobile,Direct,US,Bargain,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000079502,USR-00015019,2025-11-17 00:55:19,2025-11-17 00:55:45.878686,2025-11-17,26,Desktop,Referral,US,Bargain,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000079516,USR-00015999,2025-11-17 01:32:51,2025-11-17 01:33:06.011314,2025-11-17,15,Mobile,Email,US,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000079538,USR-00021802,2025-11-17 02:36:42,2025-11-17 02:37:20.521922,2025-11-17,38,Desktop,Direct,CA,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000079550,USR-00018261,2025-11-17 03:09:20,2025-11-17 03:09:48.435154,2025-11-17,28,Desktop,Organic Search,UK,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000079620,USR-00027089,2025-11-17 05:54:50,2025-11-17 05:55:18.154861,2025-11-17,28,Desktop,Direct,US,Regular,treatment,false,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000079631,USR-00029520,2025-11-17 06:17:13,2025-11-17 06:17:32.939652,2025-11-17,19,Mobile,Direct,DE,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000079662,USR-00014258,2025-11-17 07:30:30,2025-11-17 07:30:56.505667,2025-11-17,26,Mobile,Referral,DE,Bargain,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
