order_id,session_id,user_id,order_timestamp,order_date,status,subtotal,subtotal_amount,shipping_fee,shipping_amount,tax_amount,discount_amount,total_amount,payment_method,ab_variant,item_count,total_items_count,distinct_products_count,total_cost,total_cogs,gross_margin_amount,gross_profit,margin_rate,primary_product_category,user_order_sequence,is_first_order,is_repeat_order,days_since_prior_order,days_since_user_signup,device_type,traffic_source,country,customer_segment
ORD-00004355,SES-000052542,USR-00015029,2025-09-17 00:38:35.594539,2025-09-17,completed,273.980,273.980,0.000,0.000,22.600,0.000,296.580,Apple Pay,treatment,2,2,2,146.590,146.590,127.390,127.390,0.4649609460544565,Sports & Outdoors,1,true,false,,244,Mobile,Direct,US,Regular
ORD-00004356,SES-000052548,USR-00027476,2025-09-17 01:21:04.35184,2025-09-17,completed,320.990,320.990,0.000,0.000,23.830,32.100,312.720,PayPal,treatment,1,1,1,176.630,176.630,144.360,144.360,0.4497336365618867,Electronics,2,false,true,144,204,Mobile,Email,UK,VIP
ORD-00004357,SES-000052570,USR-00002337,2025-09-17 02:33:15.373185,2025-09-17,completed,404.980,404.980,0.000,0.000,30.070,40.500,394.550,Apple Pay,control,2,2,2,205.550,205.550,199.430,199.430,0.49244407131216356,Electronics,1,true,false,,16,Desktop,Direct,DE,VIP
ORD-00004358,SES-000052576,USR-00018442,2025-09-17 02:58:39.160627,2025-09-17,completed,44.990,44.990,5.990,5.990,3.340,4.500,49.820,Credit Card,treatment,1,1,1,16.410,16.410,28.580,28.580,0.635252278284063,Beauty & Personal Care,3,false,true,8,196,Tablet,Referral,US,VIP
ORD-00004359,SES-000052578,USR-00000281,2025-09-17 03:03:47.142276,2025-09-17,completed,72.990,72.990,5.990,5.990,6.020,0.000,85.000,Apple Pay,control,1,1,1,37.970,37.970,35.020,35.020,0.479791752294835,Electronics,1,true,false,,7,Mobile,Organic Search,DE,Regular
ORD-00004360,SES-000052582,USR-00007161,2025-09-17 03:10:48.204794,2025-09-17,completed,207.990,207.990,0.000,0.000,15.440,20.800,202.630,Apple Pay,control,1,1,1,120.070,120.070,87.920,87.920,0.4227126304149238,Electronics,1,true,false,,4,Mobile,Email,CA,VIP
ORD-00004361,SES-000052586,USR-00024559,2025-09-17 03:22:42.138949,2025-09-17,completed,37.490,37.490,5.990,5.990,3.090,0.000,46.570,Apple Pay,control,1,1,1,12.610,12.610,24.880,24.880,0.6636436383035476,Beauty & Personal Care,1,true,false,,155,Mobile,Organic Search,US,Bargain
ORD-00004362,SES-000052587,USR-00011672,2025-09-17 03:32:17.28326,2025-09-17,completed,187.980,187.980,0.000,0.000,15.510,0.000,203.490,Apple Pay,control,2,2,2,82.530,82.530,105.450,105.450,0.560963932333227,Home & Kitchen,1,true,false,,212,Mobile,Email,US,Regular
ORD-00004363,SES-000052593,USR-00019808,2025-09-17 03:59:59.975189,2025-09-17,completed,270.480,270.480,0.000,0.000,22.310,0.000,292.790,Apple Pay,control,2,2,2,144.330,144.330,126.150,126.150,0.4663930789707187,Sports & Outdoors,1,true,false,,30,Desktop,Direct,US,Regular
ORD-00004364,SES-000052597,USR-00005739,2025-09-17 04:09:10.334956,2025-09-17,completed,453.960,453.960,0.000,0.000,37.450,0.000,491.410,Klarna,control,4,4,3,216.770,216.770,237.190,237.190,0.5224909683672571,Sports & Outdoors,1,true,false,,43,Desktop,Direct,US,Regular
ORD-00004365,SES-000052612,USR-00013584,2025-09-17 05:06:42.758851,2025-09-17,completed,65.980,65.980,5.990,5.990,4.900,6.600,70.270,Credit Card,treatment,2,2,2,30.950,30.950,35.030,35.030,0.5309184601394362,Sports & Outdoors,1,true,false,,0,Desktop,Organic Search,US,VIP
ORD-00004366,SES-000052614,USR-00010898,2025-09-17 05:11:23.15207,2025-09-17,completed,162.990,162.990,0.000,0.000,12.100,16.300,158.790,Apple Pay,treatment,1,1,1,86.220,86.220,76.770,76.770,0.47101049144119267,Home & Kitchen,3,false,true,3,18,Desktop,Direct,US,VIP
ORD-00004367,SES-000052630,USR-00010975,2025-09-17 06:01:43.79816,2025-09-17,completed,215.970,215.970,0.000,0.000,17.820,0.000,233.790,PayPal,control,3,3,2,124.080,124.080,91.890,91.890,0.42547576052229474,Sports & Outdoors,1,true,false,,33,Desktop,Email,US,Regular
ORD-00004368,SES-000052636,USR-00003513,2025-09-17 06:19:51.937492,2025-09-17,completed,72.990,72.990,5.990,5.990,5.420,7.300,77.100,Apple Pay,treatment,1,1,1,36.230,36.230,36.760,36.760,0.5036306343334703,Home & Kitchen,1,true,false,,9,Mobile,Direct,US,VIP
ORD-00004369,SES-000052644,USR-00029113,2025-09-17 06:45:42.358967,2025-09-17,completed,94.990,94.990,0.000,0.000,7.840,0.000,102.830,Credit Card,treatment,1,1,1,41.910,41.910,53.080,53.080,0.558795662701337,Apparel,1,true,false,,0,Mobile,Email,UK,Regular
ORD-00004370,SES-000052649,USR-00005264,2025-09-17 07:01:24.145754,2025-09-17,completed,73.990,73.990,5.990,5.990,6.100,0.000,86.080,Credit Card,treatment,1,1,1,30.020,30.020,43.970,43.970,0.5942694958778214,Apparel,2,false,true,33,194,Mobile,Direct,CA,Regular
ORD-00004371,SES-000052651,USR-00009812,2025-09-17 07:09:32.403125,2025-09-17,completed,64.990,64.990,5.990,5.990,5.360,0.000,76.340,PayPal,treatment,1,1,1,25.310,25.310,39.680,39.680,0.6105554700723188,Beauty & Personal Care,1,true,false,,25,Mobile,Email,US,Regular
ORD-00004372,SES-000052658,USR-00017388,2025-09-17 07:37:58.519192,2025-09-17,completed,176.490,176.490,0.000,0.000,14.560,0.000,191.050,Apple Pay,control,1,1,1,84.750,84.750,91.740,91.740,0.5198028216896141,Home & Kitchen,1,true,false,,249,Desktop,Email,DE,Regular
ORD-00004373,SES-000052660,USR-00005648,2025-09-17 07:40:44.479986,2025-09-17,completed,712.480,712.480,0.000,0.000,58.780,0.000,771.260,Credit Card,control,2,2,2,408.110,408.110,304.370,304.370,0.4271979564338648,Electronics,1,true,false,,16,Desktop,Email,US,Regular
ORD-00004374,SES-000052686,USR-00001555,2025-09-17 10:04:13.66425,2025-09-17,completed,113.490,113.490,0.000,0.000,8.430,11.350,110.570,Apple Pay,treatment,1,1,1,52.530,52.530,60.960,60.960,0.5371398361089083,Home & Kitchen,1,true,false,,226,Mobile,Organic Search,AU,VIP
ORD-00004375,SES-000052703,USR-00009374,2025-09-17 11:03:24.670843,2025-09-17,completed,67.990,67.990,5.990,5.990,5.610,0.000,79.590,Apple Pay,treatment,1,1,1,29.210,29.210,38.780,38.780,0.5703779967642301,Apparel,1,true,false,,0,Mobile,Organic Search,CA,Regular
ORD-00004376,SES-000052729,USR-00018018,2025-09-17 13:12:55.229461,2025-09-17,completed,54.990,54.990,5.990,5.990,4.080,5.500,59.560,Credit Card,control,1,1,1,26.280,26.280,28.710,28.710,0.5220949263502455,Apparel,2,false,true,76,76,Desktop,Direct,FR,VIP
ORD-00004377,SES-000052733,USR-00004967,2025-09-17 13:30:54.074986,2025-09-17,completed,277.980,277.980,0.000,0.000,20.640,27.800,270.820,PayPal,treatment,2,2,2,132.520,132.520,145.460,145.460,0.5232750557594071,Home & Kitchen,1,true,false,,7,Desktop,Organic Search,UK,VIP
ORD-00004378,SES-000052750,USR-00023712,2025-09-17 14:19:43.689626,2025-09-17,completed,173.990,173.990,0.000,0.000,12.920,17.400,169.510,PayPal,control,1,1,1,93.040,93.040,80.950,80.950,0.4652566239439048,Home & Kitchen,1,true,false,,66,Mobile,Email,US,VIP
ORD-00004379,SES-000052751,USR-00021004,2025-09-17 14:20:14.69393,2025-09-17,completed,143.980,143.980,0.000,0.000,10.690,14.400,140.270,Credit Card,control,2,2,2,56.100,56.100,87.880,87.880,0.6103625503542158,Beauty & Personal Care,1,true,false,,12,Tablet,Email,UK,VIP
ORD-00004380,SES-000052758,USR-00023182,2025-09-17 14:46:29.401399,2025-09-17,completed,70.490,70.490,5.990,5.990,5.820,0.000,82.300,Credit Card,control,1,1,1,27.760,27.760,42.730,42.730,0.6061852745070223,Beauty & Personal Care,1,true,false,,14,Desktop,Paid Search,UK,Regular
ORD-00004381,SES-000052759,USR-00006790,2025-09-17 14:50:17.542826,2025-09-17,completed,422.470,422.470,0.000,0.000,34.850,0.000,457.320,Klarna,treatment,3,3,2,212.260,212.260,210.210,210.210,0.49757379222193293,Home & Kitchen,1,true,false,,19,Tablet,Direct,UK,Regular
ORD-00004382,SES-000052766,USR-00022888,2025-09-17 15:01:05.170102,2025-09-17,completed,772.960,772.960,0.000,0.000,57.390,77.300,753.050,Apple Pay,control,4,4,3,396.770,396.770,376.190,376.190,0.4866875388118402,Sports & Outdoors,2,false,true,60,110,Mobile,Direct,US,VIP
ORD-00004383,SES-000052774,USR-00008470,2025-09-17 15:41:39.872347,2025-09-17,completed,198.980,198.980,0.000,0.000,16.420,0.000,215.400,PayPal,treatment,2,2,2,91.750,91.750,107.230,107.230,0.5388983817469093,Sports & Outdoors,1,true,false,,130,Mobile,Organic Search,US,Regular
ORD-00004384,SES-000052793,USR-00017240,2025-09-17 17:23:11.476956,2025-09-17,completed,290.950,290.950,0.000,0.000,21.600,29.100,283.450,Credit Card,treatment,5,5,2,123.760,123.760,167.190,167.190,0.5746348169788623,Apparel,1,true,false,,68,Desktop,Email,UK,VIP
ORD-00004385,SES-000052803,USR-00024099,2025-09-17 18:17:42.898207,2025-09-17,completed,72.990,72.990,5.990,5.990,5.420,7.300,77.100,PayPal,control,1,1,1,36.230,36.230,36.760,36.760,0.5036306343334703,Home & Kitchen,3,false,true,23,259,Mobile,Social,US,VIP
ORD-00004386,SES-000052830,USR-00000389,2025-09-17 20:34:33.17829,2025-09-17,completed,268.970,268.970,0.000,0.000,21.080,13.450,276.600,PayPal,treatment,3,3,3,129.080,129.080,139.890,139.890,0.520095177900881,Sports & Outdoors,1,true,false,,18,Desktop,Organic Search,US,Regular
ORD-00004387,SES-000052838,USR-00015708,2025-09-17 21:14:50.344731,2025-09-17,completed,398.440,398.440,0.000,0.000,29.580,39.840,388.180,Apple Pay,control,6,6,3,211.280,211.280,187.160,187.160,0.4697319546230298,Sports & Outdoors,4,false,true,37,207,Desktop,Organic Search,US,VIP
ORD-00004388,SES-000052846,USR-00009720,2025-09-17 21:52:18.181961,2025-09-17,completed,204.990,204.990,0.000,0.000,15.220,20.500,199.710,Apple Pay,treatment,1,1,1,100.600,100.600,104.390,104.390,0.5092443533830918,Sports & Outdoors,1,true,false,,101,Desktop,Email,US,VIP
ORD-00004389,SES-000052866,USR-00019190,2025-09-17 22:58:02.001867,2025-09-17,completed,22.990,22.990,5.990,5.990,1.710,2.300,28.390,Credit Card,control,1,1,1,8.270,8.270,14.720,14.720,0.6402783819051763,Beauty & Personal Care,1,true,false,,10,Desktop,Paid Search,CA,VIP
ORD-00004390,SES-000052871,USR-00018828,2025-09-17 23:18:52.14743,2025-09-17,completed,75.990,75.990,0.000,0.000,5.640,7.600,74.030,Klarna,control,1,1,1,20.120,20.120,55.870,55.870,0.7352283195157258,Beauty & Personal Care,2,false,true,129,129,Desktop,Direct,US,VIP
ORD-00004391,SES-000052879,USR-00021401,2025-09-17 23:41:24.425583,2025-09-17,completed,179.990,179.990,0.000,0.000,13.360,18.000,175.350,PayPal,treatment,1,1,1,102.310,102.310,77.680,77.680,0.43157953219623313,Electronics,3,false,true,35,167,Mobile,Paid Search,CA,VIP
ORD-00004392,SES-000052891,USR-00002332,2025-09-18 01:04:44.68644,2025-09-18,completed,86.990,86.990,0.000,0.000,7.180,0.000,94.170,Credit Card,control,1,1,1,31.300,31.300,55.690,55.690,0.6401885274169445,Beauty & Personal Care,1,true,false,,155,Mobile,Organic Search,US,Regular
ORD-00004393,SES-000052894,USR-00008885,2025-09-18 01:17:23.826577,2025-09-18,completed,54.990,54.990,5.990,5.990,4.080,5.500,59.560,Credit Card,control,1,1,1,26.280,26.280,28.710,28.710,0.5220949263502455,Apparel,1,true,false,,194,Desktop,Email,US,VIP
ORD-00004394,SES-000052922,USR-00004822,2025-09-18 02:33:20.647685,2025-09-18,completed,174.980,174.980,0.000,0.000,14.440,0.000,189.420,Credit Card,treatment,2,2,2,80.150,80.150,94.830,94.830,0.5419476511601327,Home & Kitchen,1,true,false,,44,Mobile,Email,UK,Regular
ORD-00004395,SES-000052926,USR-00024926,2025-09-18 03:05:05.474426,2025-09-18,completed,87.990,87.990,0.000,0.000,7.260,0.000,95.250,Credit Card,control,1,1,1,32.750,32.750,55.240,55.240,0.6277986134788045,Beauty & Personal Care,1,true,false,,24,Desktop,Paid Search,US,Regular
ORD-00004396,SES-000052939,USR-00029393,2025-09-18 04:00:56.657906,2025-09-18,completed,77.490,77.490,0.000,0.000,5.750,7.750,75.490,PayPal,control,1,1,1,36.230,36.230,41.260,41.260,0.5324558007484836,Apparel,1,true,false,,0,Mobile,Email,US,VIP
ORD-00004397,SES-000052946,USR-00003017,2025-09-18 04:21:53.332375,2025-09-18,completed,294.960,294.960,0.000,0.000,24.330,0.000,319.290,Apple Pay,treatment,4,4,2,132.900,132.900,162.060,162.060,0.5494304312449146,Sports & Outdoors,1,true,false,,92,Desktop,Organic Search,DE,Regular
ORD-00004398,SES-000052953,USR-00015079,2025-09-18 04:51:27.606866,2025-09-18,completed,94.990,94.990,0.000,0.000,7.840,0.000,102.830,Credit Card,treatment,1,1,1,52.510,52.510,42.480,42.480,0.4472049689440994,Electronics,1,true,false,,5,Desktop,Direct,US,Regular
ORD-00004399,SES-000052970,USR-00018596,2025-09-18 05:44:11.229709,2025-09-18,completed,244.990,244.990,0.000,0.000,18.190,24.500,238.680,Credit Card,treatment,1,1,1,144.790,144.790,100.200,100.200,0.40899628556267603,Electronics,1,true,false,,91,Desktop,Direct,US,VIP
ORD-00004400,SES-000052986,USR-00025786,2025-09-18 06:40:05.658301,2025-09-18,completed,202.980,202.980,0.000,0.000,15.070,20.300,197.750,Apple Pay,control,2,2,2,90.020,90.020,112.960,112.960,0.5565080303478175,Home & Kitchen,1,true,false,,208,Mobile,Direct,US,VIP
ORD-00004401,SES-000052991,USR-00004422,2025-09-18 06:58:45.785982,2025-09-18,completed,894.960,894.960,0.000,0.000,66.450,89.500,871.910,Apple Pay,treatment,4,4,2,491.440,491.440,403.520,403.520,0.45088048627871635,Electronics,1,true,false,,28,Mobile,Organic Search,US,VIP
ORD-00004402,SES-000052992,USR-00020598,2025-09-18 07:13:22.314579,2025-09-18,completed,430.470,430.470,0.000,0.000,31.960,43.050,419.380,Apple Pay,control,3,3,3,204.490,204.490,225.980,225.980,0.5249610890422096,Home & Kitchen,1,true,false,,61,Mobile,Email,DE,VIP
ORD-00004403,SES-000053003,USR-00006478,2025-09-18 08:20:41.549462,2025-09-18,completed,281.980,281.980,0.000,0.000,23.260,0.000,305.240,Credit Card,treatment,2,2,1,145.880,145.880,136.100,136.100,0.48265834456344414,Sports & Outdoors,1,true,false,,23,Desktop,Organic Search,US,Regular
ORD-00004404,SES-000053022,USR-00023439,2025-09-18 09:45:27.308473,2025-09-18,completed,150.980,150.980,0.000,0.000,12.460,0.000,163.440,Credit Card,treatment,2,2,2,76.960,76.960,74.020,74.020,0.4902636110743145,Electronics,1,true,false,,36,Desktop,Direct,US,Regular
ORD-00004405,SES-000053023,USR-00001535,2025-09-18 09:45:18.064759,2025-09-18,completed,121.990,121.990,0.000,0.000,10.060,0.000,132.050,PayPal,control,1,1,1,52.180,52.180,69.810,69.810,0.5722600213132224,Home & Kitchen,2,false,true,30,33,Mobile,Email,US,Regular
ORD-00004406,SES-000053041,USR-00007483,2025-09-18 11:05:36.796459,2025-09-18,completed,143.990,143.990,0.000,0.000,11.880,0.000,155.870,PayPal,control,1,1,1,66.170,66.170,77.820,77.820,0.5404541982082088,Sports & Outdoors,1,true,false,,120,Desktop,Email,US,Regular
ORD-00004407,SES-000053044,USR-00025024,2025-09-18 11:23:25.01371,2025-09-18,completed,24.990,24.990,5.990,5.990,1.860,2.500,30.340,Credit Card,treatment,1,1,1,6.910,6.910,18.080,18.080,0.7234893957583033,Beauty & Personal Care,1,true,false,,106,Desktop,Email,US,VIP
ORD-00004408,SES-000053059,USR-00027750,2025-09-18 12:42:50.741365,2025-09-18,completed,329.480,329.480,0.000,0.000,24.460,32.950,320.990,Apple Pay,control,2,2,2,180.860,180.860,148.620,148.620,0.4510744202986524,Electronics,1,true,false,,159,Desktop,Paid Search,CA,VIP
ORD-00004409,SES-000053073,USR-00000830,2025-09-18 13:35:20.066348,2025-09-18,completed,180.990,180.990,0.000,0.000,14.930,0.000,195.920,Credit Card,treatment,1,1,1,84.810,84.810,96.180,96.180,0.5314105751698989,Home & Kitchen,1,true,false,,34,Desktop,Direct,UK,Regular
ORD-00004410,SES-000053076,USR-00014548,2025-09-18 13:42:06.13993,2025-09-18,completed,84.990,84.990,0.000,0.000,6.310,8.500,82.800,Credit Card,control,1,1,1,33.730,33.730,51.260,51.260,0.6031297799741147,Beauty & Personal Care,2,false,true,11,101,Desktop,Organic Search,US,VIP
ORD-00004411,SES-000053083,USR-00021961,2025-09-18 14:27:18.217901,2025-09-18,completed,118.490,118.490,0.000,0.000,9.780,0.000,128.270,Credit Card,treatment,1,1,1,48.710,48.710,69.780,69.780,0.5889104565786143,Home & Kitchen,1,true,false,,78,Desktop,Email,US,Regular
ORD-00004412,SES-000053094,USR-00004034,2025-09-18 15:12:16.765934,2025-09-18,completed,117.980,117.980,0.000,0.000,9.730,0.000,127.710,PayPal,treatment,2,2,2,45.240,45.240,72.740,72.740,0.6165451771486692,Beauty & Personal Care,1,true,false,,163,Mobile,Direct,DE,Regular
ORD-00004413,SES-000053098,USR-00016822,2025-09-18 15:30:11.830957,2025-09-18,completed,64.990,64.990,5.990,5.990,5.360,0.000,76.340,Credit Card,treatment,1,1,1,25.310,25.310,39.680,39.680,0.6105554700723188,Beauty & Personal Care,1,true,false,,44,Tablet,Direct,US,Regular
ORD-00004414,SES-000053110,USR-00027103,2025-09-18 16:23:29.666455,2025-09-18,completed,84.490,84.490,0.000,0.000,6.970,0.000,91.460,Apple Pay,control,1,1,1,28.100,28.100,56.390,56.390,0.6674162622795597,Beauty & Personal Care,2,false,true,98,98,Desktop,Direct,CA,Regular
ORD-00004415,SES-000053112,USR-00016541,2025-09-18 16:27:50.999337,2025-09-18,completed,41.990,41.990,5.990,5.990,3.460,0.000,51.440,Apple Pay,control,1,1,1,15.180,15.180,26.810,26.810,0.6384853536556322,Apparel,1,true,false,,56,Mobile,Direct,CA,Regular
ORD-00004416,SES-000053116,USR-00007587,2025-09-18 16:45:46.88919,2025-09-18,completed,84.990,84.990,0.000,0.000,6.310,8.500,82.800,Credit Card,treatment,1,1,1,33.730,33.730,51.260,51.260,0.6031297799741147,Beauty & Personal Care,1,true,false,,155,Desktop,Direct,US,VIP
ORD-00004417,SES-000053120,USR-00002783,2025-09-18 17:07:39.944331,2025-09-18,completed,88.980,88.980,0.000,0.000,6.610,8.900,86.690,Credit Card,treatment,2,2,2,38.390,38.390,50.590,50.590,0.5685547314003147,Sports & Outdoors,1,true,false,,22,Desktop,Email,US,VIP
ORD-00004418,SES-000053126,USR-00011412,2025-09-18 17:38:12.511396,2025-09-18,completed,180.990,180.990,0.000,0.000,13.440,18.100,176.330,PayPal,treatment,1,1,1,84.810,84.810,96.180,96.180,0.5314105751698989,Home & Kitchen,3,false,true,73,188,Desktop,Direct,CA,VIP
ORD-00004419,SES-000053129,USR-00004207,2025-09-18 17:44:28.615586,2025-09-18,completed,54.990,54.990,5.990,5.990,4.310,2.750,62.540,PayPal,control,1,1,1,26.280,26.280,28.710,28.710,0.5220949263502455,Apparel,1,true,false,,92,Desktop,Organic Search,US,Regular
ORD-00004420,SES-000053136,USR-00009205,2025-09-18 18:16:17.490942,2025-09-18,completed,37.490,37.490,5.990,5.990,2.780,3.750,42.510,Apple Pay,treatment,1,1,1,12.610,12.610,24.880,24.880,0.6636436383035476,Beauty & Personal Care,2,false,true,29,105,Desktop,Paid Search,US,VIP
ORD-00004421,SES-000053137,USR-00022332,2025-09-18 18:17:06.952963,2025-09-18,completed,232.990,232.990,0.000,0.000,19.220,0.000,252.210,Credit Card,control,1,1,1,113.860,113.860,119.130,119.130,0.5113094982617279,Sports & Outdoors,1,true,false,,28,Mobile,Direct,DE,Bargain
ORD-00004422,SES-000053140,USR-00024393,2025-09-18 18:39:42.031784,2025-09-18,completed,68.490,68.490,5.990,5.990,5.090,6.850,72.720,Apple Pay,control,1,1,1,27.500,27.500,40.990,40.990,0.598481530150387,Beauty & Personal Care,3,false,true,33,148,Desktop,Paid Search,US,VIP
ORD-00004423,SES-000053143,USR-00028109,2025-09-18 18:52:22.883914,2025-09-18,completed,352.960,352.960,0.000,0.000,29.120,0.000,382.080,Credit Card,treatment,4,4,3,157.940,157.940,195.020,195.020,0.5525271985494108,Sports & Outdoors,1,true,false,,4,Mobile,Email,FR,Regular
ORD-00004424,SES-000053144,USR-00005441,2025-09-18 18:52:24.55134,2025-09-18,completed,783.960,783.960,0.000,0.000,58.210,78.400,763.770,PayPal,treatment,4,4,3,438.060,438.060,345.900,345.900,0.44122149089239243,Sports & Outdoors,2,false,true,53,65,Mobile,Email,US,VIP
ORD-00004425,SES-000053151,USR-00022486,2025-09-18 19:16:19.248046,2025-09-18,completed,343.480,343.480,0.000,0.000,25.500,34.350,334.630,Credit Card,treatment,2,2,2,179.260,179.260,164.220,164.220,0.47810643996739255,Sports & Outdoors,3,false,true,78,235,Desktop,Email,US,VIP
ORD-00004426,SES-000053152,USR-00005088,2025-09-18 19:15:17.28303,2025-09-18,completed,204.970,204.970,0.000,0.000,15.220,20.500,199.690,PayPal,treatment,3,3,3,97.840,97.840,107.130,107.130,0.5226618529540908,Home & Kitchen,2,false,true,120,120,Mobile,Direct,DE,VIP
ORD-00004427,SES-000053169,USR-00009642,2025-09-18 20:33:44.875154,2025-09-18,completed,170.480,170.480,0.000,0.000,12.660,17.050,166.090,Apple Pay,treatment,2,2,2,70.560,70.560,99.920,99.920,0.5861098076020648,Beauty & Personal Care,2,false,true,84,84,Tablet,Email,US,VIP
ORD-00004428,SES-000053176,USR-00004783,2025-09-18 21:01:33.561423,2025-09-18,completed,429.980,429.980,0.000,0.000,31.930,43.000,418.910,PayPal,control,2,2,1,203.440,203.440,226.540,226.540,0.5268617144983487,Sports & Outdoors,1,true,false,,14,Desktop,Email,CA,VIP
ORD-00004429,SES-000053194,USR-00026226,2025-09-18 22:21:52.709507,2025-09-18,completed,146.480,146.480,0.000,0.000,12.080,0.000,158.560,Klarna,control,2,2,2,60.220,60.220,86.260,86.260,0.5888858547241945,Home & Kitchen,1,true,false,,0,Desktop,Social,US,Regular
ORD-00004430,SES-000053195,USR-00005628,2025-09-18 22:21:43.815677,2025-09-18,completed,429.980,429.980,0.000,0.000,35.470,0.000,465.450,Apple Pay,control,2,2,1,203.440,203.440,226.540,226.540,0.5268617144983487,Sports & Outdoors,2,false,true,37,50,Mobile,Email,US,Regular
ORD-00004431,SES-000053218,USR-00001418,2025-09-19 00:42:57.480277,2025-09-19,completed,105.980,105.980,0.000,0.000,7.870,10.600,103.250,Credit Card,treatment,2,2,2,43.570,43.570,62.410,62.410,0.5888846952255142,Beauty & Personal Care,2,false,true,9,61,Desktop,Email,US,VIP
ORD-00004432,SES-000053239,USR-00000410,2025-09-19 02:19:05.042953,2025-09-19,completed,64.990,64.990,5.990,5.990,4.830,6.500,69.310,Credit Card,treatment,1,1,1,25.310,25.310,39.680,39.680,0.6105554700723188,Beauty & Personal Care,1,true,false,,30,Mobile,Direct,UK,VIP
ORD-00004433,SES-000053241,USR-00003805,2025-09-19 02:27:51.279929,2025-09-19,completed,100.990,100.990,0.000,0.000,7.500,10.100,98.390,Apple Pay,control,1,1,1,39.040,39.040,61.950,61.950,0.6134270719873255,Apparel,5,false,true,82,149,Desktop,Email,CA,VIP
ORD-00004434,SES-000053266,USR-00015290,2025-09-19 04:19:11.967962,2025-09-19,completed,427.470,427.470,0.000,0.000,35.270,0.000,462.740,Credit Card,control,3,3,2,204.910,204.910,222.560,222.560,0.520644723606335,Sports & Outdoors,1,true,false,,0,Desktop,Organic Search,US,Regular
ORD-00004435,SES-000053312,USR-00003062,2025-09-19 06:56:12.872255,2025-09-19,completed,715.960,715.960,0.000,0.000,53.160,71.600,697.520,Apple Pay,control,4,4,3,362.080,362.080,353.880,353.880,0.4942734230962623,Sports & Outdoors,6,false,true,49,221,Desktop,Email,UK,VIP
ORD-00004436,SES-000053336,USR-00025658,2025-09-19 08:06:52.581757,2025-09-19,completed,713.970,713.970,0.000,0.000,53.010,71.400,695.580,Credit Card,control,3,3,3,418.580,418.580,295.390,295.390,0.41372886815972654,Sports & Outdoors,1,true,false,,111,Desktop,Email,US,VIP
ORD-00004437,SES-000053338,USR-00004235,2025-09-19 08:07:21.396067,2025-09-19,completed,107.980,107.980,0.000,0.000,8.020,10.800,105.200,Credit Card,control,2,2,2,40.370,40.370,67.610,67.610,0.6261344693461752,Beauty & Personal Care,1,true,false,,95,Desktop,Direct,AU,VIP
ORD-00004438,SES-000053343,USR-00024310,2025-09-19 08:22:50.497583,2025-09-19,completed,458.460,458.460,0.000,0.000,34.040,45.850,446.650,PayPal,control,4,4,3,217.240,217.240,241.220,241.220,0.5261527723247393,Home & Kitchen,1,true,false,,40,Desktop,Email,US,VIP
ORD-00004439,SES-000053345,USR-00010008,2025-09-19 08:32:17.269954,2025-09-19,completed,1123.960,1123.960,0.000,0.000,83.450,112.400,1095.010,Credit Card,control,4,4,2,635.180,635.180,488.780,488.780,0.43487312715755005,Electronics,2,false,true,64,107,Desktop,Direct,US,VIP
ORD-00004440,SES-000053361,USR-00022781,2025-09-19 09:14:03.009229,2025-09-19,completed,77.990,77.990,0.000,0.000,5.790,7.800,75.980,Apple Pay,control,1,1,1,39.190,39.190,38.800,38.800,0.4974996794460828,Sports & Outdoors,2,false,true,124,173,Mobile,Email,CA,VIP
ORD-00004441,SES-000053382,USR-00022261,2025-09-19 10:27:25.474527,2025-09-19,completed,193.470,193.470,0.000,0.000,15.960,0.000,209.430,Credit Card,treatment,3,3,2,73.930,73.930,119.540,119.540,0.617873572130046,Home & Kitchen,1,true,false,,174,Desktop,Organic Search,CA,Regular
ORD-00004442,SES-000053400,USR-00008238,2025-09-19 11:42:21.99522,2025-09-19,completed,83.490,83.490,0.000,0.000,6.200,8.350,81.340,PayPal,control,1,1,1,36.380,36.380,47.110,47.110,0.5642591927176908,Home & Kitchen,2,false,true,54,54,Desktop,Organic Search,CA,VIP
ORD-00004443,SES-000053404,USR-00001548,2025-09-19 12:10:50.44743,2025-09-19,completed,34.990,34.990,5.990,5.990,2.890,0.000,43.870,Credit Card,treatment,1,1,1,12.790,12.790,22.200,22.200,0.6344669905687339,Apparel,1,true,false,,52,Mobile,Organic Search,US,Bargain
ORD-00004444,SES-000053409,USR-00001285,2025-09-19 12:33:38.838317,2025-09-19,completed,179.990,179.990,0.000,0.000,14.850,0.000,194.840,Apple Pay,control,1,1,1,102.310,102.310,77.680,77.680,0.43157953219623313,Electronics,1,true,false,,20,Mobile,Direct,US,Regular
ORD-00004445,SES-000053427,USR-00024214,2025-09-19 13:57:20.027748,2025-09-19,completed,270.980,270.980,0.000,0.000,20.120,27.100,264.000,Klarna,treatment,2,2,1,142.060,142.060,128.920,128.920,0.47575466824119855,Home & Kitchen,1,true,false,,142,Desktop,Organic Search,CA,VIP
ORD-00004446,SES-000053435,USR-00012410,2025-09-19 14:07:31.63217,2025-09-19,completed,110.990,110.990,0.000,0.000,8.240,11.100,108.130,PayPal,treatment,1,1,1,51.160,51.160,59.830,59.830,0.5390575727543022,Apparel,1,true,false,,17,Desktop,Organic Search,CA,VIP
