user_id,first_seen_at,signup_timestamp,signup_date,cohort_month,signup_cohort_month,country,device_preference,customer_segment,acquisition_channel,first_order_timestamp,first_order_date,most_recent_order_timestamp,last_order_date,most_recent_order_date,lifetime_sessions,lifetime_orders,lifetime_revenue,lifetime_gross_profit,avg_order_value,avg_days_between_orders,recency_days,frequency_band,monetary_tier,customer_lifecycle_status
USR-00021142,2025-10-27 22:11:09,2025-10-27 22:11:09,2025-10-27,2025-10-01 00:00:00,2025-10-01 00:00:00,US,Desktop,Bargain,Direct,,,,,,1,0,0.000,0.000,0.0,0.0,315,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00017035,2025-10-28 05:59:43,2025-10-28 05:59:43,2025-10-28,2025-10-01 00:00:00,2025-10-01 00:00:00,DE,Mobile,Bargain,Organic Search,,,,,,1,0,0.000,0.000,0.0,0.0,314,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00006197,2025-10-28 07:42:06,2025-10-28 07:42:06,2025-10-28,2025-10-01 00:00:00,2025-10-01 00:00:00,UK,Mobile,Regular,Paid Search,,,,,,1,0,0.000,0.000,0.0,0.0,314,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00006987,2025-10-28 10:02:34,2025-10-28 10:02:34,2025-10-28,2025-10-01 00:00:00,2025-10-01 00:00:00,UK,Tablet,Bargain,Referral,,,,,,1,0,0.000,0.000,0.0,0.0,314,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00021695,2025-10-28 12:12:47,2025-10-28 12:12:47,2025-10-28,2025-10-01 00:00:00,2025-10-01 00:00:00,UK,Desktop,Bargain,Email,,,,,,1,0,0.000,0.000,0.0,0.0,314,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00018489,2025-10-30 01:38:28,2025-10-30 01:38:28,2025-10-30,2025-10-01 00:00:00,2025-10-01 00:00:00,US,Mobile,VIP,Social,,,,,,6,0,0.000,0.000,0.0,0.0,312,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00015516,2025-10-30 13:03:55,2025-10-30 13:03:55,2025-10-30,2025-10-01 00:00:00,2025-10-01 00:00:00,US,Desktop,Regular,Email,,,,,,3,0,0.000,0.000,0.0,0.0,312,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00014356,2025-10-31 04:44:46,2025-10-31 04:44:46,2025-10-31,2025-10-01 00:00:00,2025-10-01 00:00:00,US,Desktop,Regular,Direct,,,,,,1,0,0.000,0.000,0.0,0.0,311,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00022627,2025-10-31 06:35:25,2025-10-31 06:35:25,2025-10-31,2025-10-01 00:00:00,2025-10-01 00:00:00,CA,Mobile,Regular,Social,,,,,,2,0,0.000,0.000,0.0,0.0,311,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00005791,2025-10-31 19:02:17,2025-10-31 19:02:17,2025-10-31,2025-10-01 00:00:00,2025-10-01 00:00:00,US,Desktop,Regular,Email,,,,,,1,0,0.000,0.000,0.0,0.0,311,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00014550,2025-11-01 01:23:34,2025-11-01 01:23:34,2025-11-01,2025-11-01 00:00:00,2025-11-01 00:00:00,CA,Mobile,Regular,Paid Search,,,,,,4,0,0.000,0.000,0.0,0.0,310,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00008830,2025-11-01 05:31:07,2025-11-01 05:31:07,2025-11-01,2025-11-01 00:00:00,2025-11-01 00:00:00,UK,Mobile,Bargain,Direct,,,,,,3,0,0.000,0.000,0.0,0.0,310,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00020253,2025-11-01 07:58:26,2025-11-01 07:58:26,2025-11-01,2025-11-01 00:00:00,2025-11-01 00:00:00,US,Desktop,Regular,Organic Search,,,,,,3,0,0.000,0.000,0.0,0.0,310,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00000068,2025-11-01 16:28:48,2025-11-01 16:28:48,2025-11-01,2025-11-01 00:00:00,2025-11-01 00:00:00,UK,Mobile,Regular,Organic Search,,,,,,4,0,0.000,0.000,0.0,0.0,310,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00005822,2025-11-01 19:09:06,2025-11-01 19:09:06,2025-11-01,2025-11-01 00:00:00,2025-11-01 00:00:00,US,Mobile,Regular,Direct,,,,,,3,0,0.000,0.000,0.0,0.0,310,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00011255,2025-11-02 10:29:17,2025-11-02 10:29:17,2025-11-02,2025-11-01 00:00:00,2025-11-01 00:00:00,US,Mobile,Regular,Organic Search,,,,,,1,0,0.000,0.000,0.0,0.0,309,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00009841,2025-11-03 17:39:51,2025-11-03 17:39:51,2025-11-03,2025-11-01 00:00:00,2025-11-01 00:00:00,US,Mobile,Regular,Social,,,,,,2,0,0.000,0.000,0.0,0.0,308,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00004357,2025-11-03 21:30:32,2025-11-03 21:30:32,2025-11-03,2025-11-01 00:00:00,2025-11-01 00:00:00,US,Desktop,Bargain,Referral,,,,,,1,0,0.000,0.000,0.0,0.0,308,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00026124,2025-11-04 18:57:15,2025-11-04 18:57:15,2025-11-04,2025-11-01 00:00:00,2025-11-01 00:00:00,CA,Mobile,Regular,Referral,,,,,,3,0,0.000,0.000,0.0,0.0,307,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00019258,2025-11-04 20:21:22,2025-11-04 20:21:22,2025-11-04,2025-11-01 00:00:00,2025-11-01 00:00:00,US,Mobile,Regular,Referral,,,,,,4,0,0.000,0.000,0.0,0.0,307,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00029288,2025-11-04 21:55:18,2025-11-04 21:55:18,2025-11-04,2025-11-01 00:00:00,2025-11-01 00:00:00,FR,Mobile,Regular,Direct,,,,,,3,0,0.000,0.000,0.0,0.0,307,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00010361,2025-11-05 02:07:53,2025-11-05 02:07:53,2025-11-05,2025-11-01 00:00:00,2025-11-01 00:00:00,US,Desktop,Bargain,Direct,,,,,,1,0,0.000,0.000,0.0,0.0,306,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00007495,2025-11-05 04:09:37,2025-11-05 04:09:37,2025-11-05,2025-11-01 00:00:00,2025-11-01 00:00:00,CA,Mobile,Regular,Social,,,,,,3,0,0.000,0.000,0.0,0.0,306,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00023381,2025-11-05 07:25:15,2025-11-05 07:25:15,2025-11-05,2025-11-01 00:00:00,2025-11-01 00:00:00,DE,Tablet,Bargain,Email,,,,,,1,0,0.000,0.000,0.0,0.0,306,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00010753,2025-11-05 12:41:44,2025-11-05 12:41:44,2025-11-05,2025-11-01 00:00:00,2025-11-01 00:00:00,CA,Mobile,Regular,Paid Search,,,,,,2,0,0.000,0.000,0.0,0.0,306,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00011772,2025-11-05 15:14:38,2025-11-05 15:14:38,2025-11-05,2025-11-01 00:00:00,2025-11-01 00:00:00,US,Desktop,Regular,Organic Search,,,,,,1,0,0.000,0.000,0.0,0.0,306,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00011757,2025-11-06 07:53:05,2025-11-06 07:53:05,2025-11-06,2025-11-01 00:00:00,2025-11-01 00:00:00,DE,Desktop,Regular,Paid Search,,,,,,6,0,0.000,0.000,0.0,0.0,305,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00028467,2025-11-06 18:00:19,2025-11-06 18:00:19,2025-11-06,2025-11-01 00:00:00,2025-11-01 00:00:00,US,Mobile,Bargain,Paid Search,,,,,,3,0,0.000,0.000,0.0,0.0,305,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00013921,2025-11-06 23:13:41,2025-11-06 23:13:41,2025-11-06,2025-11-01 00:00:00,2025-11-01 00:00:00,FR,Mobile,Bargain,Organic Search,,,,,,2,0,0.000,0.000,0.0,0.0,305,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00005099,2025-11-07 00:57:25,2025-11-07 00:57:25,2025-11-07,2025-11-01 00:00:00,2025-11-01 00:00:00,CA,Mobile,Regular,Direct,,,,,,3,0,0.000,0.000,0.0,0.0,304,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00024850,2025-11-07 04:02:06,2025-11-07 04:02:06,2025-11-07,2025-11-01 00:00:00,2025-11-01 00:00:00,US,Mobile,Bargain,Social,,,,,,3,0,0.000,0.000,0.0,0.0,304,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00006292,2025-11-07 04:36:53,2025-11-07 04:36:53,2025-11-07,2025-11-01 00:00:00,2025-11-01 00:00:00,UK,Mobile,Regular,Direct,,,,,,4,0,0.000,0.000,0.0,0.0,304,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00015175,2025-11-07 09:05:25,2025-11-07 09:05:25,2025-11-07,2025-11-01 00:00:00,2025-11-01 00:00:00,UK,Tablet,Bargain,Email,,,,,,1,0,0.000,0.000,0.0,0.0,304,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00009844,2025-11-07 13:03:04,2025-11-07 13:03:04,2025-11-07,2025-11-01 00:00:00,2025-11-01 00:00:00,US,Desktop,Regular,Direct,,,,,,3,0,0.000,0.000,0.0,0.0,304,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00027830,2025-11-07 20:41:27,2025-11-07 20:41:27,2025-11-07,2025-11-01 00:00:00,2025-11-01 00:00:00,US,Desktop,Regular,Direct,,,,,,4,0,0.000,0.000,0.0,0.0,304,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00005710,2025-11-07 21:18:58,2025-11-07 21:18:58,2025-11-07,2025-11-01 00:00:00,2025-11-01 00:00:00,CA,Mobile,Bargain,Organic Search,,,,,,2,0,0.000,0.000,0.0,0.0,304,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00003200,2025-11-07 22:30:32,2025-11-07 22:30:32,2025-11-07,2025-11-01 00:00:00,2025-11-01 00:00:00,UK,Desktop,Bargain,Social,,,,,,2,0,0.000,0.000,0.0,0.0,304,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00003424,2025-11-08 01:46:34,2025-11-08 01:46:34,2025-11-08,2025-11-01 00:00:00,2025-11-01 00:00:00,AU,Desktop,Regular,Social,,,,,,1,0,0.000,0.000,0.0,0.0,303,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00010853,2025-11-08 03:38:31,2025-11-08 03:38:31,2025-11-08,2025-11-01 00:00:00,2025-11-01 00:00:00,CA,Mobile,Regular,Email,,,,,,1,0,0.000,0.000,0.0,0.0,303,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00028659,2025-11-08 03:50:28,2025-11-08 03:50:28,2025-11-08,2025-11-01 00:00:00,2025-11-01 00:00:00,US,Mobile,Bargain,Email,,,,,,1,0,0.000,0.000,0.0,0.0,303,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00021885,2025-11-08 07:45:55,2025-11-08 07:45:55,2025-11-08,2025-11-01 00:00:00,2025-11-01 00:00:00,UK,Mobile,Regular,Email,,,,,,5,0,0.000,0.000,0.0,0.0,303,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00024131,2025-11-09 01:38:15,2025-11-09 01:38:15,2025-11-09,2025-11-01 00:00:00,2025-11-01 00:00:00,UK,Tablet,Regular,Direct,,,,,,6,0,0.000,0.000,0.0,0.0,302,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00015819,2025-11-09 05:47:32,2025-11-09 05:47:32,2025-11-09,2025-11-01 00:00:00,2025-11-01 00:00:00,UK,Mobile,Bargain,Paid Search,,,,,,2,0,0.000,0.000,0.0,0.0,302,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00004208,2025-11-09 18:33:24,2025-11-09 18:33:24,2025-11-09,2025-11-01 00:00:00,2025-11-01 00:00:00,US,Desktop,Regular,Organic Search,,,,,,4,0,0.000,0.000,0.0,0.0,302,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00027956,2025-11-10 01:31:45,2025-11-10 01:31:45,2025-11-10,2025-11-01 00:00:00,2025-11-01 00:00:00,DE,Mobile,Bargain,Organic Search,,,,,,4,0,0.000,0.000,0.0,0.0,301,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00009600,2025-11-10 08:01:45,2025-11-10 08:01:45,2025-11-10,2025-11-01 00:00:00,2025-11-01 00:00:00,US,Desktop,Bargain,Organic Search,,,,,,2,0,0.000,0.000,0.0,0.0,301,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00025464,2025-11-10 08:49:37,2025-11-10 08:49:37,2025-11-10,2025-11-01 00:00:00,2025-11-01 00:00:00,CA,Desktop,Regular,Organic Search,,,,,,3,0,0.000,0.000,0.0,0.0,301,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00029806,2025-11-10 10:19:48,2025-11-10 10:19:48,2025-11-10,2025-11-01 00:00:00,2025-11-01 00:00:00,CA,Mobile,Bargain,Paid Search,,,,,,2,0,0.000,0.000,0.0,0.0,301,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00028485,2025-11-10 10:25:57,2025-11-10 10:25:57,2025-11-10,2025-11-01 00:00:00,2025-11-01 00:00:00,FR,Mobile,Regular,Direct,,,,,,3,0,0.000,0.000,0.0,0.0,301,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00029940,2025-11-10 15:13:06,2025-11-10 15:13:06,2025-11-10,2025-11-01 00:00:00,2025-11-01 00:00:00,DE,Tablet,Regular,Paid Search,,,,,,2,0,0.000,0.000,0.0,0.0,301,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00009396,2025-11-10 16:57:20,2025-11-10 16:57:20,2025-11-10,2025-11-01 00:00:00,2025-11-01 00:00:00,AU,Desktop,Regular,Organic Search,,,,,,3,0,0.000,0.000,0.0,0.0,301,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00016071,2025-11-11 18:15:30,2025-11-11 18:15:30,2025-11-11,2025-11-01 00:00:00,2025-11-01 00:00:00,US,Mobile,Regular,Organic Search,,,,,,3,0,0.000,0.000,0.0,0.0,300,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00017491,2025-11-12 06:38:18,2025-11-12 06:38:18,2025-11-12,2025-11-01 00:00:00,2025-11-01 00:00:00,UK,Mobile,Regular,Direct,,,,,,4,0,0.000,0.000,0.0,0.0,299,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00013541,2025-11-12 08:17:27,2025-11-12 08:17:27,2025-11-12,2025-11-01 00:00:00,2025-11-01 00:00:00,US,Desktop,Bargain,Organic Search,,,,,,1,0,0.000,0.000,0.0,0.0,299,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00009768,2025-11-13 02:07:33,2025-11-13 02:07:33,2025-11-13,2025-11-01 00:00:00,2025-11-01 00:00:00,DE,Mobile,VIP,Organic Search,,,,,,9,0,0.000,0.000,0.0,0.0,298,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00020909,2025-11-13 03:01:47,2025-11-13 03:01:47,2025-11-13,2025-11-01 00:00:00,2025-11-01 00:00:00,US,Desktop,Regular,Referral,,,,,,2,0,0.000,0.000,0.0,0.0,298,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00014523,2025-11-13 02:59:08,2025-11-13 02:59:08,2025-11-13,2025-11-01 00:00:00,2025-11-01 00:00:00,US,Mobile,Regular,Email,,,,,,4,0,0.000,0.000,0.0,0.0,298,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00024402,2025-11-13 05:40:20,2025-11-13 05:40:20,2025-11-13,2025-11-01 00:00:00,2025-11-01 00:00:00,US,Mobile,Bargain,Organic Search,,,,,,1,0,0.000,0.000,0.0,0.0,298,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00021868,2025-11-13 07:59:37,2025-11-13 07:59:37,2025-11-13,2025-11-01 00:00:00,2025-11-01 00:00:00,UK,Desktop,Regular,Direct,,,,,,2,0,0.000,0.000,0.0,0.0,298,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00001942,2025-11-13 14:22:12,2025-11-13 14:22:12,2025-11-13,2025-11-01 00:00:00,2025-11-01 00:00:00,FR,Mobile,Bargain,Email,,,,,,1,0,0.000,0.000,0.0,0.0,298,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00002823,2025-11-14 01:26:34,2025-11-14 01:26:34,2025-11-14,2025-11-01 00:00:00,2025-11-01 00:00:00,US,Mobile,VIP,Paid Search,,,,,,3,0,0.000,0.000,0.0,0.0,297,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00003809,2025-11-14 05:41:14,2025-11-14 05:41:14,2025-11-14,2025-11-01 00:00:00,2025-11-01 00:00:00,UK,Mobile,Regular,Direct,,,,,,2,0,0.000,0.000,0.0,0.0,297,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00007260,2025-11-14 06:12:09,2025-11-14 06:12:09,2025-11-14,2025-11-01 00:00:00,2025-11-01 00:00:00,DE,Desktop,Bargain,Paid Search,,,,,,1,0,0.000,0.000,0.0,0.0,297,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00012958,2025-11-14 07:23:59,2025-11-14 07:23:59,2025-11-14,2025-11-01 00:00:00,2025-11-01 00:00:00,UK,Mobile,Regular,Paid Search,,,,,,5,0,0.000,0.000,0.0,0.0,297,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00011309,2025-11-14 08:42:18,2025-11-14 08:42:18,2025-11-14,2025-11-01 00:00:00,2025-11-01 00:00:00,FR,Mobile,Regular,Email,,,,,,4,0,0.000,0.000,0.0,0.0,297,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00006674,2025-11-14 09:32:44,2025-11-14 09:32:44,2025-11-14,2025-11-01 00:00:00,2025-11-01 00:00:00,US,Desktop,Regular,Organic Search,,,,,,4,0,0.000,0.000,0.0,0.0,297,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00027467,2025-11-14 14:01:31,2025-11-14 14:01:31,2025-11-14,2025-11-01 00:00:00,2025-11-01 00:00:00,US,Mobile,Regular,Paid Search,,,,,,5,0,0.000,0.000,0.0,0.0,297,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00022757,2025-11-14 16:09:59,2025-11-14 16:09:59,2025-11-14,2025-11-01 00:00:00,2025-11-01 00:00:00,US,Desktop,Regular,Organic Search,,,,,,2,0,0.000,0.000,0.0,0.0,297,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00017705,2025-11-15 00:27:54,2025-11-15 00:27:54,2025-11-15,2025-11-01 00:00:00,2025-11-01 00:00:00,DE,Mobile,Bargain,Direct,,,,,,1,0,0.000,0.000,0.0,0.0,296,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00023600,2025-11-15 09:37:36,2025-11-15 09:37:36,2025-11-15,2025-11-01 00:00:00,2025-11-01 00:00:00,AU,Desktop,Regular,Paid Search,,,,,,6,0,0.000,0.000,0.0,0.0,296,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00027412,2025-11-15 10:13:52,2025-11-15 10:13:52,2025-11-15,2025-11-01 00:00:00,2025-11-01 00:00:00,US,Mobile,Regular,Organic Search,,,,,,1,0,0.000,0.000,0.0,0.0,296,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00007628,2025-11-15 22:23:26,2025-11-15 22:23:26,2025-11-15,2025-11-01 00:00:00,2025-11-01 00:00:00,CA,Tablet,Bargain,Social,,,,,,1,0,0.000,0.000,0.0,0.0,296,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00027107,2025-11-15 23:55:16,2025-11-15 23:55:16,2025-11-15,2025-11-01 00:00:00,2025-11-01 00:00:00,AU,Mobile,Regular,Direct,,,,,,5,0,0.000,0.000,0.0,0.0,296,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00027935,2025-11-16 04:45:31,2025-11-16 04:45:31,2025-11-16,2025-11-01 00:00:00,2025-11-01 00:00:00,US,Tablet,VIP,Direct,,,,,,5,0,0.000,0.000,0.0,0.0,295,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00014636,2025-11-16 07:59:55,2025-11-16 07:59:55,2025-11-16,2025-11-01 00:00:00,2025-11-01 00:00:00,CA,Mobile,Bargain,Social,,,,,,1,0,0.000,0.000,0.0,0.0,295,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00023962,2025-11-16 14:39:50,2025-11-16 14:39:50,2025-11-16,2025-11-01 00:00:00,2025-11-01 00:00:00,FR,Desktop,Regular,Social,,,,,,5,0,0.000,0.000,0.0,0.0,295,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00003001,2025-11-16 22:40:29,2025-11-16 22:40:29,2025-11-16,2025-11-01 00:00:00,2025-11-01 00:00:00,AU,Mobile,Regular,Direct,,,,,,5,0,0.000,0.000,0.0,0.0,295,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00015019,2025-11-17 00:28:48,2025-11-17 00:28:48,2025-11-17,2025-11-01 00:00:00,2025-11-01 00:00:00,US,Desktop,Bargain,Referral,,,,,,2,0,0.000,0.000,0.0,0.0,294,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00019082,2025-11-17 06:08:42,2025-11-17 06:08:42,2025-11-17,2025-11-01 00:00:00,2025-11-01 00:00:00,US,Desktop,Regular,Direct,,,,,,3,0,0.000,0.000,0.0,0.0,294,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00021899,2025-01-02 14:08:13,2025-01-02 14:08:13,2025-01-02,2025-01-01 00:00:00,2025-01-01 00:00:00,US,Mobile,Regular,Organic Search,2025-12-13 11:37:55.853345,2025-12-13,2025-12-13 11:37:55.853345,2025-12-13,2025-12-13,2,1,66.590,32.960,66.59,0.0,268,1 Order,Tier 1: Low Value,Single Purchaser
USR-00021519,2025-01-02 14:25:51,2025-01-02 14:25:51,2025-01-02,2025-01-01 00:00:00,2025-01-01 00:00:00,CA,Desktop,Regular,Social,2025-06-05 05:58:56.787244,2025-06-05,2025-11-26 06:36:15.137879,2025-11-26,2025-11-26,5,2,191.060,90.420,95.53,174.0,285,2-3 Orders,Tier 2: Mid Value,Churned Repeat
USR-00014771,2025-01-02 15:12:03,2025-01-02 15:12:03,2025-01-02,2025-01-01 00:00:00,2025-01-01 00:00:00,US,Desktop,VIP,Paid Search,2025-08-07 07:10:12.316552,2025-08-07,2025-08-07 07:10:12.316552,2025-08-07,2025-08-07,6,1,162.680,94.220,162.68,0.0,396,1 Order,Tier 2: Mid Value,Single Purchaser
USR-00007594,2025-01-03 00:37:18,2025-01-03 00:37:18,2025-01-03,2025-01-01 00:00:00,2025-01-01 00:00:00,UK,Desktop,Regular,Organic Search,2025-05-22 02:59:53.759122,2025-05-22,2025-05-22 02:59:53.759122,2025-05-22,2025-05-22,3,1,294.430,124.770,294.43,0.0,473,1 Order,Tier 2: Mid Value,Single Purchaser
USR-00009261,2025-01-03 04:52:33,2025-01-03 04:52:33,2025-01-03,2025-01-01 00:00:00,2025-01-01 00:00:00,UK,Desktop,Regular,Paid Search,2025-03-18 21:14:42.739609,2025-03-18,2025-03-18 21:14:42.739609,2025-03-18,2025-03-18,5,1,74.180,37.480,74.18,0.0,538,1 Order,Tier 1: Low Value,Single Purchaser
USR-00016357,2025-01-03 09:22:46,2025-01-03 09:22:46,2025-01-03,2025-01-01 00:00:00,2025-01-01 00:00:00,US,Tablet,Regular,Organic Search,2025-01-13 19:33:10.477945,2025-01-13,2025-01-13 19:33:10.477945,2025-01-13,2025-01-13,2,1,103.890,41.550,103.89,0.0,602,1 Order,Tier 2: Mid Value,Single Purchaser
USR-00018707,2025-01-03 13:06:52,2025-01-03 13:06:52,2025-01-03,2025-01-01 00:00:00,2025-01-01 00:00:00,US,Mobile,VIP,Direct,2025-11-04 14:28:54.593559,2025-11-04,2025-11-25 09:56:05.405331,2025-11-25,2025-11-25,5,2,487.590,209.060,243.795,21.0,286,2-3 Orders,Tier 3: High Value,Churned Repeat
USR-00011907,2025-01-04 05:37:16,2025-01-04 05:37:16,2025-01-04,2025-01-01 00:00:00,2025-01-01 00:00:00,US,Mobile,Regular,Paid Search,2025-04-30 00:49:05.007519,2025-04-30,2025-04-30 00:49:05.007519,2025-04-30,2025-04-30,5,1,337.180,137.210,337.18,0.0,495,1 Order,Tier 3: High Value,Single Purchaser
USR-00015222,2025-01-05 12:27:49,2025-01-05 12:27:49,2025-01-05,2025-01-01 00:00:00,2025-01-01 00:00:00,US,Desktop,Regular,Paid Search,2025-08-10 18:45:09.229352,2025-08-10,2025-08-10 18:45:09.229352,2025-08-10,2025-08-10,2,1,109.320,61.950,109.32,0.0,393,1 Order,Tier 2: Mid Value,Single Purchaser
USR-00008272,2025-01-06 04:52:28,2025-01-06 04:52:28,2025-01-06,2025-01-01 00:00:00,2025-01-01 00:00:00,US,Desktop,Regular,Organic Search,2025-03-22 05:20:28.193269,2025-03-22,2025-03-22 05:20:28.193269,2025-03-22,2025-03-22,2,1,207.810,130.020,207.81,0.0,534,1 Order,Tier 2: Mid Value,Single Purchaser
USR-00004355,2025-01-06 06:42:35,2025-01-06 06:42:35,2025-01-06,2025-01-01 00:00:00,2025-01-01 00:00:00,UK,Mobile,Regular,Direct,2025-07-10 07:17:52.318405,2025-07-10,2025-07-10 07:17:52.318405,2025-07-10,2025-07-10,4,1,222.980,82.640,222.98,0.0,424,1 Order,Tier 2: Mid Value,Single Purchaser
USR-00015538,2025-01-06 08:11:08,2025-01-06 08:11:08,2025-01-06,2025-01-01 00:00:00,2025-01-01 00:00:00,US,Tablet,Regular,Social,2025-02-09 13:50:43.612905,2025-02-09,2025-02-09 13:50:43.612905,2025-02-09,2025-02-09,4,1,246.800,116.280,246.8,0.0,575,1 Order,Tier 2: Mid Value,Single Purchaser
USR-00008399,2025-01-08 20:13:15,2025-01-08 20:13:15,2025-01-08,2025-01-01 00:00:00,2025-01-01 00:00:00,US,Desktop,VIP,Referral,2025-10-03 20:42:43.224489,2025-10-03,2025-12-16 14:29:14.826953,2025-12-16,2025-12-16,7,2,535.780,264.280,267.89,74.0,265,2-3 Orders,Tier 3: High Value,Churned Repeat
USR-00000591,2025-01-10 11:36:40,2025-01-10 11:36:40,2025-01-10,2025-01-01 00:00:00,2025-01-01 00:00:00,UK,Mobile,Regular,Organic Search,2025-07-18 05:47:34.694424,2025-07-18,2025-07-18 05:47:34.694424,2025-07-18,2025-07-18,5,1,780.980,373.720,780.98,0.0,416,1 Order,Tier 4: VIP,Single Purchaser
